DISTRICT,PANCHAYATSAMITI,GRAMPANCHAYAT,ward_category,Name of Sarpanch,Sex,Category
ALWAR,KATHUMAR,SONKH,GENW,BIRMA,F,GENW
ALWAR,KATHUMAR,SONKHER,GENW,SMT. KAMLA,F,OBCW
ALWAR,KATHUMAR,SONKHERI,OBC,ROOP SINGH,M,OBC
ALWAR,KATHUMAR,T ASAI,SCW,CHIRONJA,F,SCW
ALWAR,KATHUMAR,TIGRIYA,SC,PAPPU RAM,M,SC
ALWAR,KATHUMAR,TIKERI,GEN,UDAY RAM,M,OBC
ALWAR,KATHUMAR,TITPURI,STW,SMT. HEMLATA,F,STW
ALWAR,KATHUMAR,TODA,SC,RAMESH KOLI,M,SC
ALWAR,KISHANGARH BAS,BAGHERIKALAN,GENW,SHAROJ DEVI,F,OBCW
ALWAR,KISHANGARH BAS,BAGHUDA,GEN,MAMUL,M,OBC
ALWAR,KISHANGARH BAS,BAHADERPUR,GEN,INDU SHAKHER,M,GEN
ALWAR,KISHANGARH BAS,BAHADERPUR PATTI,SCW,BEENA VARMA,F,SCW
ALWAR,KISHANGARH BAS,BAMBORA,SCW,RAMDAI,F,SCW
ALWAR,KISHANGARH BAS,BASKRIPALNAGAR,SC,PERKASH CHAND,M,SC
ALWAR,KISHANGARH BAS,BHAJEDA,GEN,kISHORI LAL,M,GEN
ALWAR,KISHANGARH BAS,BRSINGPUR,GEN,MOSAM,F,OBCW
ALWAR,KISHANGARH BAS,CHIKANI,OBCW,SHELA DEVI,F,OBCW
ALWAR,KISHANGARH BAS,GANJ,SC,KARSHANA,F,SCW
ALWAR,KISHANGARH BAS,GHASOLI,GENW,PATASHI,F,OBCW
ALWAR,KISHANGARH BAS,ISMAILPUR,GEN,KUNDAN LAL,M,SC
ALWAR,KISHANGARH BAS,KARULI,GENW,RAVINA,F,OBCW
ALWAR,KISHANGARH BAS,KHANPURMEW AN,GENW,ASHIYA,F,OBCW
ALWAR,KISHANGARH BAS,KISHANGARHBAS,GEN,JANEASH KUMAR,M,GEN
ALWAR,KISHANGARH BAS,KITHUR,OBCW,SHARIJAN,F,OBCW
ALWAR,KISHANGARH BAS,KOLGAON,OBC,DEOROPTI DEVI,F,OBCW
ALWAR,KISHANGARH BAS,LANGADBAS,SCW,CHANDRA KALAN,F,SCW
ALWAR,KISHANGARH BAS,MACHHROLI,GENW,BIRMATI,F,OBCW
ALWAR,KISHANGARH BAS,MAHONDA,GENW,ASHARI,F,OBCW
ALWAR,KISHANGARH BAS,MANCHA,GEN,ELIYASH,M,OBC
ALWAR,KISHANGARH BAS,MEHERMPUR,OBCW,UJAIRI DEVI,F,OBCW
ALWAR,KISHANGARH BAS,MUSAKHEDA,SC,KISHORI LAL,M,SC
ALWAR,KISHANGARH BAS,NURNAGAR,GEN,NATTHU SINGH,M,GEN
ALWAR,KISHANGARH BAS,PATANMEWAN,GEN,SUMARDEEN,M,OBC
ALWAR,KISHANGARH BAS,RAIBKA,GENW,FARZANA,F,OBCW
ALWAR,KISHANGARH BAS,RATAKHURD,OBC,PERBHATI,M,OBC
ALWAR,KISHANGARH BAS,SIRMOLI,GENW,HURRI DEVI,F,OBCW
ALWAR,KISHANGARH BAS,TERWALA,OBC,MADAN LAL,M,OBC
ALWAR,KOTKASIM,BADHANA,GENW,NARESH DEVI,F,OBCW
ALWAR,KOTKASIM,BAGHERIKHURD,OBC,MUSTAK ALI,M,OBC
ALWAR,KOTKASIM,BELAHEDI,SCW,KOYAL DEVI,F,SCW
ALWAR,KOTKASIM,BHONKER,SC,AJEET KUMAR,M,SC
ALWAR,KOTKASIM,BUDHIBAW AL,SCW,BABLI DEVI,F,SCW
ALWAR,KOTKASIM,GHIKAKA,GENW,SAVITA DEVI,F,OBCW
ALWAR,KOTKASIM,GUNDSAR,GEN,RATI RAM,M,OBC
ALWAR,KOTKASIM,HARSOLI,GEN,JAI PARKASH MODI,M,GEN
ALWAR,KOTKASIM,IKROTIYA,SC,BANWARI LAL,M,SC
ALWAR,KOTKASIM,JATIYANA,GEN,OM PARKASH,M,OBC
ALWAR,KOTKASIM,JODIY A,SC,RAMESHWAR DAYAL,M,SC
ALWAR,KOTKASIM,KANHEDKA,GENW,RAMESH DEVI,F,OBCW
ALWAR,KOTKASIM,KHANPURAHIR,OBC,YUDISTHAR SINGH,M,OBC
ALWAR,KOTKASIM,KOTKASIM,OBCW,RATNA DEVI,F,OBCW
ALWAR,KOTKASIM,KUTUBPUR,GENW,PHOOL DEVI,F,OBCW
ALWAR,KOTKASIM,LADPUR,GENW,NEELAM DEVI,F,OBCW
ALWAR,KOTKASIM,MAKDAWA,GENW,GEETA DEVI,F,OBCW
ALWAR,KOTKASIM,NANGALSALIYA,GEN,BHOM SINGH,M,GEN
ALWAR,KOTKASIM,PATANAHIR,GEN,KARAN SINGH,M,OBC
ALWAR,KOTKASIM,PATLIYA,GEN,RANDHIR,M,OBC
ALWAR,KOTKASIM,PUR,OBC,KRISHNA DEVI,F,OBCW
ALWAR,KOTKASIM,T AUBAS,GENW,PUJAv YADAV,F,OBCW
ALWAR,KOTKASIM,TIGAWA,GENW,BHAGOTI DEVI,F,OBCW
ALWAR,KOTKASIM,UJOLI,OBCW,BALA DEVI,F,OBCW
ALWAR,LAXMANGARH,BADKA,GENW,BHAGWATI,F,OBCW
ALWAR,LAXMANGARH,BADODAMEW,GEN,RADHA,F,OBCW
ALWAR,LAXMANGARH,BARELA,GENW,RAM JAANI,F,OBCW
ALWAR,LAXMANGARH,BHESADAWAT,GENW,LAXMI DEVI,F,OBCW
ALWAR,LAXMANGARH,BICHGAON,GENW,SAROJ SAINI,F,OBCW
ALWAR,LAXMANGARH,BUTIYANA,ST,BANWARI LAL,M,ST
ALWAR,LAXMANGARH,BUTOLI,SC,SOMOTI,F,SCW
ALWAR,LAXMANGARH,CHIDW AI,OBC,RAMESH CHAND,M,OBC
ALWAR,LAXMANGARH,CHIMRAW ALIGOUR,OBCW,JANTA,F,OBCW
ALWAR,LAXMANGARH,DINAR,STW,KAILASHI,F,STW
ALWAR,LAXMANGARH,DIVALI,OBCW,MOUJBI,F,OBCW
ALWAR,LAXMANGARH,DONGDI,OBC,BHULLI RAM GURJAR,M,OBC
ALWAR,LAXMANGARH,GANDURA,OBC,AJAY SINGH,M,OBC
ALWAR,LAXMANGARH,GHAT,GEN,DHAMMAN,M,OBC
ALWAR,LAXMANGARH,GODHDA,GEN,VIKRAM SINGH,M,GEN
ALWAR,LAXMANGARH,GOVINDGARH,GENW,BANTA DEVI,F,GENW
ALWAR,LAXMANGARH,HARSANA,STW,MAHESH DEVI,F,STW
ALWAR,LAXMANGARH,HASANPUR,ST,GULABO,F,STW
ALWAR,LAXMANGARH,INDPUR,GEN,PRABHU DAYAL,M,OBC
ALWAR,LAXMANGARH,ITEDA,SCW,BATAN DEVI,F,SCW
ALWAR,LAXMANGARH,JAVALI,OBC,PAPPU,M,OBC
ALWAR,LAXMANGARH,JHALATALA,SC,KAILASH,M,SC
ALWAR,LAXMANGARH,KHEDAMANGALSINGH,GENW,RAMPYARI,F,STW
ALWAR,LAXMANGARH,KHEDAMEHMOOD,GEN,ATRU KHA,M,OBC
ALWAR,LAXMANGARH,KHOHRAMLALVALI,OBC,MADAN LAL SAIN,M,OBC
ALWAR,LAXMANGARH,KHUDIY ANA,SCW,RAMOTI,F,SCW
ALWAR,LAXMANGARH,LAXMANGARH,GEN,BALRAJ,M,GEN
ALWAR,LAXMANGARH,LILI,ST,RAMLAL,M,ST
ALWAR,LAXMANGARH,MALPUR,GEN,RAMESH CHAND GUPTA,M,GEN
ALWAR,LAXMANGARH,MOJPUR,SC,MAHENDRA KUMAR,M,SC
ALWAR,LAXMANGARH,MOLIYA,GEN,KRISHNA NAND CHOUDHARY,M,OBC
ALWAR,LAXMANGARH,NANGALKHANJADI,GENW,KALLI,F,GENW
ALWAR,LAXMANGARH,NASW ARI,OBCW,GURVACHAN KAUR,F,OBCW
ALWAR,LAXMANGARH,NAYANA,GENW,LARKHO,F,GENW
ALWAR,LAXMANGARH,NIJAMNAGAR,GEN,GULAB SINGH,M,GEN
ALWAR,LAXMANGARH,PHAHERI,GENW,HUKMATI,F,OBCW
ALWAR,LAXMANGARH,RAMBAS,GEN,LALA RAM,M,OBC
ALWAR,LAXMANGARH,SADEMPUR,GENW,RANI,F,GENW
ALWAR,LAXMANGARH,SAIMLAKHURD,OBCW,ISLAMI,F,OBCW
ALWAR,LAXMANGARH,SEHERA,SC,HUKAM CHAND,M,SC
ALWAR,LAXMANGARH,SHEHDKA,SC,VISHRAM,M,SC
ALWAR,LAXMANGARH,SOURAI,SCW,BHURLI,F,SCW
ALWAR,LAXMANGARH,TODANAGAR,GEN,KISHAN SAHAY SHARMA,M,GEN
ALWAR,MANDAWAR,AJERKA,GENW,TARAWATI,F,OBCW
ALWAR,MANDAWAR,BALLUW AS,GENW,BIMALA,F,OBCW
ALWAR,MANDAWAR,BASANI,OBCW,MAYA DEVI,F,OBCW
ALWAR,MANDAWAR,BAVDA,SC,NARESH KUMAR,M,SC
ALWAR,MANDAWAR,BEHROJ,GENW,KIRSHANA DEVI,F,OBCW
ALWAR,MANDAWAR,BHANOT,GEN,SUNIL KUMAR,M,OBC
ALWAR,MANDAWAR,BHUGEDAAHIR,GEN,RAMAVATAR,M,OBC
ALWAR,MANDAWAR,BIJWAD CHOUHAN,GENW,BIMALA DEVI,F,GENW
ALWAR,MANDAWAR,CHANDPUR,GEN,ATAR SINGH,M,OBC
ALWAR,MANDAWAR,DERBARPUR,GENW,BABLI DEVI,F,OBCW
ALWAR,MANDAWAR,GADUVAS,GEN,LAKHAMI CHAND,M,OBC
ALWAR,MANDAWAR,GOPIPURA,SCW,RAJBALA DEVI,F,SCW
ALWAR,MANDAWAR,HATUNDI,OBCW,CHOTTI,F,OBCW
ALWAR,MANDAWAR,JALAW AS,OBC,RATAN LAL,M,OBC
ALWAR,MANDAWAR,JASAI,SC,RAM KUMAR,M,SC
ALWAR,MANDAWAR,JATBEHROD,SC,BHAGWAN DAS,M,SC
ALWAR,MANDAWAR,JINDOLI,OBC,RAMKISHAN,M,OBC
ALWAR,MANDAWAR,KARNIKOT,SCW,BANARSHI DEVI,F,SCW
ALWAR,MANDAWAR,KHANPUR AHIR,GENW,SAVITA,F,OBCW
ALWAR,MANDAWAR,MAINPUR,GENW,BANARSHI DEVI,F,OBCW
ALWAR,MANDAWAR,MAJRIKHOLA,OBCW,BIMALA,F,OBCW
ALWAR,MANDAWAR,MANKA,OBCW,GENDO,F,OBCW
ALWAR,MANDAWAR,MATOR,GENW,SHAKUNTALA DEVI,F,GENW
ALWAR,MANDAWAR,MUNDANBADAKALAN,SC,SURJBHAN,M,SC
ALWAR,MANDAWAR,MUNDAWAR,ST,SATISH KUMAR,M,ST
ALWAR,MANDAWAR,PALAWA,SCW,PATASI DEVI,F,SCW
ALWAR,MANDAWAR,PEHAL,GEN,DHARAM SINGH,M,OBC
ALWAR,MANDAWAR,PIPLI,GEN,MAHESH CHAND,M,GEN
ALWAR,MANDAWAR,RAJW ADA,SCW,LALI DEVI,F,SCW
ALWAR,MANDAWAR,RANOTH,GENW,GEET A,F,GENW
ALWAR,MANDAWAR,RASGAN,GENW,MAYA DEVI,F,GENW
ALWAR,MANDAWAR,SARAIKALAN,OBC,FATAH SINGH,M,OBC
ALWAR,MANDAWAR,SHYAMDA,GEN,RAMNIVAS GURJAR,M,OBC
ALWAR,MANDAWAR,SHYOPUR,GENW,MEENA DEVI,F,OBCW
ALWAR,MANDAWAR,SILGAON,GEN,NEMI CHAND,M,SC
ALWAR,MANDAWAR,SIY ALIKHURD,GEN,GIRRAJ,M,OBC
ALWAR,MANDAWAR,SODAWAS,OBC,NARAYAN SAHAY,M,OBC
ALWAR,MANDAWAR,SORKHAKALAN,GEN,KALE KHA,M,OBC
ALWAR,MANDAWAR,TATARPUR,GENW,SUMAN,F,OBCW
ALWAR,MANDAWAR,ULADEDI,GEN,JAGRAM,M,OBC
ALWAR,NEEMRANA,AKLIMPUR,GENW,KAMLA DEVI,F,OBCW
ALWAR,NEEMRANA,BICHPURI,GEN,RAMNIW AS,M,GEN
ALWAR,NEEMRANA,DABARW AS,OBCW,BHAGWATI DEVI,F,OBCW
ALWAR,NEEMRANA,DAULATSINGHPURA,OBCW,SARITA YADAV,F,OBCW
ALWAR,NEEMRANA,DOSOD,OBC,NAVRATAN,M,OBC
ALWAR,NEEMRANA,DUMROLI,GEN,VIKRAM SINGH,M,OBC
ALWAR,NEEMRANA,GHILOT,SC,SMT SARDA DEVI,F,SCW
ALWAR,NEEMRANA,GIGLANA,GENW,BIMLA DEVI,F,GENW
ALWAR,NEEMRANA,GUGALKOT A,GENW,SMT. HEMLATA,F,GENW
ALWAR,NEEMRANA,HUDIYAKALA,OBCW,SMT. RAMGIRI YADAV,F,OBCW
ALWAR,NEEMRANA,JOUNA Y ACHAKHURD,GEN,SATISH KUMAR YADAV,M,OBC
ALWAR,NEEMRANA,JOUNCHAKALAN,OBC,AJIT SINGH,M,OBC
ALWAR,NEEMRANA,KANHAWAS,SCW,SMT. INDUBALA,F,SCW
ALWAR,NEEMRANA,KATHUWAS,GENW,SMT. KIRISATA,F,OBCW
ALWAR,NEEMRANA,KAYASA,GEN,LEELA RAM,M,OBC
ALWAR,NEEMRANA,KHUNDROTH,GENW,RAJDEVI,F,GENW
ALWAR,NEEMRANA,KOLILA JOGA,OBC,DURGPAL SINGH,M,OBC
ALWAR,NEEMRANA,KUTINA,GENW,BIMLA DEVI,F,GENW
ALWAR,NEEMRANA,MAJARA,GEN,BHOOP SINGH,M,OBC
ALWAR,NEEMRANA,MANDHAN,SCW,SMT RAJRANI,F,SCW
ALWAR,NEEMRANA,MANJRIKALA,GENW,SMT. RAMESHWARI DEVI,F,OBCW
ALWAR,NEEMRANA,MEHT ABAS,GENW,NEELAM,F,GENW
ALWAR,NEEMRANA,NANAGW AS,GENW,VIDYA DEVI,F,GENW
ALWAR,NEEMRANA,NEEMRANA,GENW,BRAJBALA,F,OBCW
ALWAR,NEEMRANA,PARTAPUR,GEN,OMPARKASH YADAV,M,OBC
ALWAR,NEEMRANA,PHLODPUR,GENW,SMT KAMLESH DEVI,F,OBCW
ALWAR,NEEMRANA,PRA T APSINGHPURA,GEN,RAJVEER,M,OBC
ALWAR,NEEMRANA,REWANA,OBC,MEDA RAM,M,OBC
ALWAR,NEEMRANA,RODW AL,GEN,NARANDRA,M,GEN
ALWAR,NEEMRANA,SANTO,GEN,PARBHATI LAL,M,OBC
ALWAR,NEEMRANA,SHAHAJAHANPUR,ST,SETTAN SINGH,M,ST
ALWAR,NEEMRANA,SILARPUR,SC,DHARMVEER,M,SC
ALWAR,NEEMRANA,SIRYANI,SC,GUGAN RAM,M,SC
ALWAR,RENI,BABELI,GENW,DHAN BAI,F,STW
ALWAR,RENI,BAIRER,STW,KOUSHALYA DEVI,F,STW
ALWAR,RENI,BEHADKOKLA,SC,SUNITA DEVI,F,SCW
ALWAR,RENI,BHAJEDA,ST,PURNMAL MEENA,M,ST
ALWAR,RENI,BHUDA,GENW,KAILASHI,F,STW
ALWAR,RENI,BHULERI,STW,RAMBAIE,F,STW
ALWAR,RENI,BILET A,GEN,SALAMAT KHAN,M,OBC
ALWAR,RENI,CHHILODI,GENW,RAJNTI DEVI,F,OBCW
ALWAR,RENI,DERA,GENW,MAEKOL DEVI,F,STW
ALWAR,RENI,DOROLI,SC,MUKESH KUMAR,M,SC
ALWAR,RENI,GARISAW AIRAM,GEN,ASHOK KUMAR JAIN,M,GEN
ALWAR,RENI,ITOLI,SCW,LAD BAIE,F,SCW
ALWAR,RENI,JAMDOLI,STW,MOHANI BAI,F,STW
ALWAR,RENI,KANETI,ST,KARN MEENA,M,ST
ALWAR,RENI,KILPURKHEDA,ST,HARI KISHAN MEENA,M,ST
ALWAR,RENI,MACHADI,GEN,NAEHNI,F,OBCW
ALWAR,RENI,P ADA,STW,PACHI BAIE,F,STW
ALWAR,RENI,PATAN,ST,MUNNA DEVI,F,STW
ALWAR,RENI,PERVENI,SC,GERRAJ PRASHAD BARAVA,M,SC
ALWAR,RENI,PINAN,SCW,MANOHARI DEVI,F,SCW
ALWAR,RENI,PRIY AGPURA,GENW,RASHAM DEVI,F,STW
ALWAR,RENI,RAJPURCHHOT A,GENW,SHAYAMVATI GUPTA,F,GENW
ALWAR,RENI,RAMPURA,ST,DHANPAL MEENA,M,ST
ALWAR,RENI,RENI,OBC,SHIV DAYAL JANGID,M,OBC
ALWAR,RENI,SALOLI,STW,MERA DEVI MEENA,F,STW
ALWAR,RENI,TEHTADA,GEN,SHAMBHU DAYAL SHARMA,M,GEN
ALWAR,RAJGARH,ALALI,SCW,CHAMELI,F,SCW
ALWAR,RAJGARH,BALDEVGARH,GENW,LALI DEVI,F,STW
ALWAR,RAJGARH,BHEJDA,SC,ASHOK KUMAR,M,SC
ALWAR,RAJGARH,BIGHOT A,STW,SAWALI DEVI,F,STW
ALWAR,RAJGARH,DHAMRAID,GEN,KAILASH CHAND,M,OBC
ALWAR,RAJGARH,DHIGAW ADA,STW,BEENA,F,STW
ALWAR,RAJGARH,DUBBI,STW,BARFI DEVI,F,STW
ALWAR,RAJGARH,FIROJPUR,GEN,RAMESH,M,OBC
ALWAR,RAJGARH,GOLA KA BAS,STW,SURAJ DEVI,F,STW
ALWAR,RAJGARH,KALESHAN,ST,RAMJEEVAN MEENA,M,ST
ALWAR,RAJGARH,KHOH,SCW,VIML A,F,SCW
ALWAR,RAJGARH,KUNDALA,GEN,MANSINGH MEENA,M,ST
ALWAR,RAJGARH,MALLANA,OBC,KAJODMAL,M,OBC
ALWAR,RAJGARH,MOTIW ADA,GENW,USHA DEVI,F,GENW
ALWAR,RAJGARH,NATHALWADA,GEN,HARI LAL,M,ST
ALWAR,RAJGARH,NAYAGAONBOLKA,GENW,ANJU DEVI SHARMA,F,GENW
ALWAR,RAJGARH,NIML A,SCW,ANGOORI DEVI,F,SCW
ALWAR,RAJGARH,PALWA,SC,MOOL CHAND,M,SC
ALWAR,RAJGARH,PURANA RAJGARH,GENW,GANGA DEV,F,OBCW
ALWAR,RAJGARH,RAJORGARH,GEN,PHOOL CHAND MEENA,M,ST
ALWAR,RAJGARH,RAJPURBADA,GEN,RAMSWROOP SAINI,M,OBC
ALWAR,RAJGARH,SAKA T,ST,NARSHI RAM MEENA,M,ST
ALWAR,RAJGARH,SHRICHANDPURA,ST,KAJOD RAM MEENA,M,ST
ALWAR,RAJGARH,SHYALUTA,ST,MATDEEN MEENA,M,ST
ALWAR,RAJGARH,SURERA,ST,RAMJILAL MEENA,M,ST
ALWAR,RAJGARH,TALAB,GENW,SARLA DEVI,F,GENW
ALWAR,RAJGARH,TEHLA,GENW,BHAVANA JAIMAN,F,GENW
ALWAR,RAJGARH,THANA,SC,AMAR SINGH VERMA,M,SC
ALWAR,RAJGARH,TILWAD,GENW,ANITA devi,F,GENW
ALWAR,RAJGARH,TODAJAISINGHPURA,GENW,RAMPYARI,F,STW
ALWAR,RAMGARH,ALAVADA,SC,KAMAL CHAND,M,SC
ALWAR,RAMGARH,BAGADRAJPUT,SC,RAMCHANDER,M,SC
ALWAR,RAMGARH,BAHALA,GENW,JAMSEEDA,F,OBCW
ALWAR,RAMGARH,BAMBOLI,GENW,CHEMALI,F,OBCW
ALWAR,RAMGARH,BHAJIT,GENW,KISTURI DEVI,F,SCW
ALWAR,RAMGARH,BIJW A,OBCW,HUSAINI,F,OBCW
ALWAR,RAMGARH,CASEROLI,GENW,ASINI,F,OBCW
ALWAR,RAMGARH,CHIDAWA,GEN,NOORMOHAMMAD,M,OBC
ALWAR,RAMGARH,CHOROTIPAHAD,GENW,RAJJO DEVI,F,OBCW
ALWAR,RAMGARH,CHOUMA,OBC,GORDHAN,M,OBC
ALWAR,RAMGARH,DABRI,GEN,RAMESH CHAND,M,OBC
ALWAR,RAMGARH,DESUL A,GENW,BEENA,F,GENW
ALWAR,RAMGARH,DHANET AGARI,GEN,AYUB KHA,M,OBC
ALWAR,RAMGARH,DOUHELI,OBC,SHAHUN KHA,M,OBC
ALWAR,RAMGARH,GUNDPUR,GEN,SURESH,M,SC
ALWAR,RAMGARH,HAJIPUR,OBCW,SAVITRI DEVI,F,OBCW
ALWAR,RAMGARH,JATPUR,GENW,KESAR,F,STW
ALWAR,RAMGARH,KANKRALI,GEN,TUNDAL,M,OBC
ALWAR,RAMGARH,KHEDI,GENW,KIRAN,F,GENW
ALWAR,RAMGARH,KHEDLI SAYEED,ST,KAJODRAM MEENA,M,ST
ALWAR,RAMGARH,KHILORA,SCW,SMT. SUNITA DEVI,F,SCW
ALWAR,RAMGARH,KHOH,GEN,BUGGAR KHA,M,OBC
ALWAR,RAMGARH,KHUTETAKALAN,GENW,whidan,F,OBCW
ALWAR,RAMGARH,MILAKPUR,OBC,DARA SINGH,M,OBC
ALWAR,RAMGARH,MUBARIKPUR,GEN,BHUPENDER SINGH,M,GEN
ALWAR,RAMGARH,NAGLIMEGHA,SCW,LONGA DEVI,F,SCW
ALWAR,RAMGARH,NANGLABANJIRKA,OBCW,SMT JAINAM,F,OBCW
ALWAR,RAMGARH,NIKACH,SC,KISHAN LAL JATAV,M,SC
ALWAR,RAMGARH,NOUGAON,GENW,SAVTANTARLATA,F,OBCW
ALWAR,RAMGARH,PATA,SCW,PHOOL KOR,F,SCW
ALWAR,RAMGARH,PIPRALI,SC,GURUBUX,M,SC
ALWAR,RAMGARH,RAGHUNATHGARH,OBC,BUDH SINGH,M,OBC
ALWAR,RAMGARH,RAMGARH,OBCW,ANURADHA SAINI,F,OBCW
ALWAR,RAMGARH,RASGAN,GEN,BIRBAL,M,GEN
ALWAR,RAMGARH,SAHADOLI,GENW,SARIYAM,F,OBCW
ALWAR,RAMGARH,SAINTHLI,GEN,VIKRAMP AL,M,GEN
ALWAR,RAMGARH,UTWAL,GEN,SHOKAT,M,OBC
ALWAR,THANAGAZI,AAGAR,GENW,LALITA SHARMA,F,GENW
ALWAR,THANAGAZI,AJABGARH,GENW,TIJA DEVI,F,GENW
ALWAR,THANAGAZI,AJABPURA,GEN,SHRAWAN LAL,M,GEN
ALWAR,THANAGAZI,ANGARI,OBCW,GYARSI DEVI,F,OBCW
ALWAR,THANAGAZI,BAMANWAS CHOUHAN,GENW,CHANDRAKALA,F,GENW
ALWAR,THANAGAZI,BAMANW ASKANKDA,GENW,MISHRI DEVI,F,OBCW
ALWAR,THANAGAZI,BASAIJOGIY AN,STW,MANJU DEVI,F,STW
ALWAR,THANAGAZI,BHANGDOLI,ST,DHARMENDRA,M,ST
ALWAR,THANAGAZI,BHUDIYAVAS,ST,PRABHAT,M,ST
ALWAR,THANAGAZI,CHANDPURI,STW,KALLI,F,STW
ALWAR,THANAGAZI,DUHARCHOUGAN,GEN,SUNEEL KUMAR,M,GEN
ALWAR,THANAGAZI,DW ARAPUR,GEN,HANUMAN MEENA,M,ST
ALWAR,THANAGAZI,GARHBASAI,SC,SITA RAM,M,SC
ALWAR,THANAGAZI,GHADI,GENW,THAPLI DEVI,F,OBCW
ALWAR,THANAGAZI,GUDHACHURANI,SC,ASHOK KUMAR,M,SC
ALWAR,THANAGAZI,HERNAIR,SC,PURAN MAL,M,SC
ALWAR,THANAGAZI,JHIRI,GENW,SARBATI DEVI,F,GENW
ALWAR,THANAGAZI,KHERKADIKALAN,SCW,SEEMA DEVI,F,SCW
ALWAR,THANAGAZI,KISHORI,GENW,JAMBOORI DEVI,F,STW
ALWAR,THANAGAZI,KOLAHEDA,ST,RAKESH KUMAR MEENA,M,ST
ALWAR,THANAGAZI,KYARA,GENW,PUSHP A,F,GENW
ALWAR,THANAGAZI,LALPURA,GEN,RAJ SINGH,M,GEN
ALWAR,THANAGAZI,MALUT ANA,ST,OMPRAKASH MEENA,M,ST
ALWAR,THANAGAZI,MUNDAW ARA,GEN,RAJENDRA PRASAD,M,SC
ALWAR,THANAGAZI,NANGALBANI,OBC,SHRAWAN LAL,M,OBC
ALWAR,THANAGAZI,NARA Y ANPUR,GEN,SHAMBHU DAYAL SAINI,M,OBC
ALWAR,THANAGAZI,NATHUSAR,OBC,LALITA,F,OBCW
ALWAR,THANAGAZI,P AHADCHHAPLI,GEN,JAGANNATH MEENA,M,ST
ALWAR,THANAGAZI,PIPLAI,GENW,NARAYANI DEVI,F,STW
ALWAR,THANAGAZI,PRATAPGARH,OBCW,NAANCHI,F,OBCW
ALWAR,THANAGAZI,SALET A,SCW,KAMLA,F,SCW
ALWAR,THANAGAZI,SAMRA,OBC,RAMESHW AR,M,OBC
ALWAR,THANAGAZI,SILIBAVDI,GEN,JAGDISH PRASAD MEENA,M,ST
ALWAR,THANAGAZI,THANAGAJI,OBCW,ANITA,F,OBCW
ALWAR,THANAGAZI,VIJAIPURA,STW,KOMAL DEVI,F,STW
ALWAR,TIJARA,BAGHOUR,GEN,MAJEED,M,GEN
ALWAR,TIJARA,BHINDUSI,GEN,ANIL,M,OBC
ALWAR,TIJARA,BICHHALA,OBC,HARI KISHAN,M,OBC
ALWAR,TIJARA,CHAVANDIKALAN,SCW,KOYAL,F,SCW
ALWAR,TIJARA,CHUHADPUR,SC,BALBIR,M,SC
ALWAR,TIJARA,GEHANKAR,GENW,PHOOLI DEVI,F,GENW
ALWAR,TIJARA,GOTHDA,GENW,KAILASH,F,OBCW
ALWAR,TIJARA,GUALADA,GEN,ASGAR,M,OBC
ALWAR,TIJARA,HAMIRAKA,GEN,ARSHAD KHA,M,OBC
ALWAR,TIJARA,HASANPUR MAFI,SC,MANOHAR LAL,M,SC
ALWAR,TIJARA,HINGW AHEDA,OBCW,RAJKALA,F,OBCW
ALWAR,TIJARA,ISRODA,GENW,PREM,F,GENW
ALWAR,TIJARA,JAIROLI,SCW,DARSHAN,F,SCW
ALWAR,TIJARA,JHIW ANA,GEN,AMJAD,M,OBC
ALWAR,TIJARA,JOJDIY A,GEN,MAJEED,M,OBC
ALWAR,TIJARA,KARENDA,GENW,MISLOOPI,F,OBCW
ALWAR,TIJARA,KHIDERPUR,OBCW,JAREENA,F,OBCW
ALWAR,TIJARA,LUHADERA,OBC,ROHITASHAV,M,OBC
ALWAR,TIJARA,MAHESARA,GENW,SHANTI DEVI,F,OBCW
ALWAR,TIJARA,MASIT,GEN,GYAN CHAND,M,GEN
ALWAR,TIJARA,MAYAPUR,GENW,FAJARI,F,OBCW
ALWAR,TIJARA,MILAKPUR TURK,GENW,SHABANA,F,OBCW
ALWAR,TIJARA,MUNDANA,GEN,BHAJAN LAL,M,GEN
ALWAR,TIJARA,PALPUR,GEN,HANEEF,M,OBC
ALWAR,TIJARA,PULLABAS,GENW,JUMMI,F,OBCW
ALWAR,TIJARA,RABHANA,OBC,CHAWKHAN,M,OBC
ALWAR,TIJARA,RAIKHEDA,OBC,KHUSHI RAM,M,OBC
ALWAR,TIJARA,ROOPBAS,GEN,HANEEF,M,OBC
ALWAR,TIJARA,SALARPUR,GENW,SUNITA YADAV,F,OBCW
ALWAR,TIJARA,SERHET A,SC,KARMVEER,M,SC
ALWAR,TIJARA,SHAHBAD,GENW,VIMLA DEVI,F,OBCW
ALWAR,TIJARA,T APUKEDA,OBCW,OMBAI,F,OBCW
ALWAR,TIJARA,VIRAMPUR,GENW,MANJU DEVI,F,OBCW
ALWAR,UMREN,AKLARPUR,GENW,Koshalya Devi,F,OBCW
ALWAR,UMREN,BAKTHPURA,GEN,Madan Lal,M,OBC
ALWAR,UMREN,BALET A,GENW,Lakhmi Devi,F,STW
ALWAR,UMREN,BEDER,OBCW,Nirali Devi,F,OBCW
ALWAR,UMREN,BERKHERA,ST,Ramkaran,M,ST
ALWAR,UMREN,BHANDODI,OBC,Shobha Ram Jat,M,OBC
