District,PanchayatSamiti,NameOfGramPanchyat,CategoryOfGramPanchyat
BARAN,ATRU,KATAWAR,General
BARAN,ATRU,KAWAI,SC
BARAN,ATRU,KERWALIYA,ST (Woman)
BARAN,ATRU,KHARKHADA RAM LOTHAN,General (Woman)
BARAN,ATRU,KHEDLI GANJ,General (Woman)
BARAN,ATRU,KHURI,SC (Woman)
BARAN,ATRU,KISHANPURA,SC (Woman)
BARAN,ATRU,KUJED,General (Woman)
BARAN,ATRU,KUNDI,ST (Woman)
BARAN,ATRU,MERMACHAH,OBC (Woman)
BARAN,ATRU,MOTHPUR,General
BARAN,ATRU,MUDLA BISOTI,ST
BARAN,ATRU,MUSAI GUJRAN,SC (Woman)
BARAN,ATRU,NANAWATA,ST (Woman)
BARAN,ATRU,PATNA,OBC
BARAN,ATRU,Ratanpura,General (Woman)
BARAN,ATRU,REECHANDA,General (Woman)
BARAN,ATRU,SAHROD,General
BARAN,ATRU,SAKATPURA,SC
BARAN,ATRU,SHERGARH,General
BARAN,ATRU,THODI,General
UDAIPUR,BARGAON,AMBERI,ST (Woman)
UDAIPUR,BARGAON,BADI,General
UDAIPUR,BARGAON,BARGAON,General
UDAIPUR,BARGAON,BEDALA,General (Woman)
UDAIPUR,BARGAON,Bedla Khurd,SC (Woman)
UDAIPUR,BARGAON,BHUTALA,General
UDAIPUR,BARGAON,BHUVANA,General
UDAIPUR,BARGAON,CHIRVA,ST
UDAIPUR,BARGAON,DHAR,ST (Woman)
UDAIPUR,BARGAON,Ghodan Kalan,ST (Woman)
UDAIPUR,BARGAON,ISWAL,OBC (Woman)
UDAIPUR,BARGAON,KADIYA,General
UDAIPUR,BARGAON,KADMAL,General (Woman)
UDAIPUR,BARGAON,KAILASHPURI,ST
UDAIPUR,BARGAON,KATHAR,General (Woman)
UDAIPUR,BARGAON,KAVITA,ST
UDAIPUR,BARGAON,LAKHAWALI,OBC
UDAIPUR,BARGAON,LOSING,General
UDAIPUR,BARGAON,LOYRA,General (Woman)
UDAIPUR,BARGAON,MADAR,ST (Woman)
UDAIPUR,BARGAON,RAMA,General (Woman)
UDAIPUR,BARGAON,Rebriyon Ka Guda,ST
UDAIPUR,BARGAON,SAPETIYA,General
UDAIPUR,BARGAON,Sarrai,ST (Woman)
UDAIPUR,BARGAON,SHOBHGPURA,General (Woman)
UDAIPUR,BARGAON,THIKALI,ST
UDAIPUR,BARGAON,THUR,SC
UDAIPUR,BARGAON,VARDA,General
UDAIPUR,BARGAON,VATI,General (Woman)
BHILWARA,BADNOR,AKARSADA,General (Woman)
BHILWARA,BADNOR,BADNOR,General
BHILWARA,BADNOR,BAJUNDA,ST
BHILWARA,BADNOR,BHADSI,OBC
BHILWARA,BADNOR,BHOJPURA,OBC
BHILWARA,BADNOR,CHAINPURA,General
BHILWARA,BADNOR,CHATARPURA,General (Woman)
BHILWARA,BADNOR,GARIYA KHEDA,SC (Woman)
BHILWARA,BADNOR,GIRDHARPURA,SC
BHILWARA,BADNOR,JAGPURA,General (Woman)
BHILWARA,BADNOR,JAITGARH,General (Woman)
BHILWARA,BADNOR,MOGAR,General
BHILWARA,BADNOR,MOTHI,SC (Woman)
BHILWARA,BADNOR,MOTRAS,General
BHILWARA,BADNOR,OJHIYANA,OBC (Woman)
BHILWARA,BADNOR,PARA,General (Woman)
BHILWARA,BADNOR,PATAN,General (Woman)
BHILWARA,BADNOR,RAMPURA,OBC (Woman)
BHILWARA,BADNOR,RATANPURA,General
BHILWARA,BADNOR,SANGRAMGARH,General
BANSWARA,BAGIDORA,Baari,ST (Woman)
BANSWARA,BAGIDORA,BAGIDORA,ST (Woman)
BANSWARA,BAGIDORA,BALAVADA,ST
BANSWARA,BAGIDORA,Bansala,ST
BANSWARA,BAGIDORA,BAOODIYA,ST
BANSWARA,BAGIDORA,BARIGAMA,ST
BANSWARA,BAGIDORA,BODIGAMA,ST (Woman)
BANSWARA,BAGIDORA,BUDVA,ST
BANSWARA,BAGIDORA,CHHINCH,ST (Woman)
BANSWARA,BAGIDORA,CHOKHLA,ST (Woman)
BANSWARA,BAGIDORA,Hamirpura,ST
BANSWARA,BAGIDORA,ITAUVA,ST (Woman)
BANSWARA,BAGIDORA,Jalda,ST
BANSWARA,BAGIDORA,KERJI,ST
BANSWARA,BAGIDORA,Khokhrawa,ST (Woman)
BANSWARA,BAGIDORA,KLINJRA,ST
BANSWARA,BAGIDORA,KUTA MACHHAR,ST (Woman)
BANSWARA,BAGIDORA,Lalavada,ST
BANSWARA,BAGIDORA,Mangliya Daida,ST (Woman)
BANSWARA,BAGIDORA,NAGAVADA,ST (Woman)
BANSWARA,BAGIDORA,NAL,ST
BANSWARA,BAGIDORA,NOUGAMA,ST
BANSWARA,BAGIDORA,PATAN,ST (Woman)
BANSWARA,BAGIDORA,PINDARMA,ST
BANSWARA,BAGIDORA,PIPLOD,ST (Woman)
BANSWARA,BAGIDORA,RAKHO,ST
BANSWARA,BAGIDORA,Sevna,ST
BANSWARA,BAGIDORA,Sogpura,ST (Woman)
BANSWARA,BAGIDORA,SUVALA,ST (Woman)
BANSWARA,BAGIDORA,UMMEDGARI,ST
BANSWARA,BAGIDORA,Vadlipada,ST (Woman)
BANSWARA,BAGIDORA,Vanelapada,ST (Woman)
JALORE,BAGODA,BAGODA,General (Woman)
JALORE,BAGODA,BALI,General
JALORE,BAGODA,BHALANI,General (Woman)
JALORE,BAGODA,BIJALIYA,ST
JALORE,BAGODA,CHENPURA,General (Woman)
JALORE,BAGODA,DHUMBADIYA,OBC
JALORE,BAGODA,DUNGARAVA,SC
JALORE,BAGODA,JAISAWAS,ST
JALORE,BAGODA,JERAN,General (Woman)
JALORE,BAGODA,JETU,OBC
JALORE,BAGODA,KALETI,SC
JALORE,BAGODA,KAVATARA,General
JALORE,BAGODA,KHOKHA,General
JALORE,BAGODA,KUKA,General (Woman)
JALORE,BAGODA,LAKHANI,OBC (Woman)
JALORE,BAGODA,LUNAVAS,ST (Woman)
JALORE,BAGODA,MORSEEM,General (Woman)
JALORE,BAGODA,NANDIYA,General
JALORE,BAGODA,NARSANA,SC (Woman)
JALORE,BAGODA,NAVAPURA DHVECHA,SC (Woman)
JALORE,BAGODA,NAYA MORSEEM,OBC (Woman)
JALORE,BAGODA,RAH,General
JALORE,BAGODA,RANGALA,General (Woman)
JALORE,BAGODA,RAUTA,General (Woman)
JALORE,BAGODA,SEVADI,General
JALORE,BAGODA,SOBADAWAS,OBC
JALORE,BAGODA,VADA BHADAVI,General
JALORE,BAGODA,Wada Naya,OBC (Woman)
DAUSA,BAIJUPADA,Alipur,ST
DAUSA,BAIJUPADA,Badial Kalan,OBC
DAUSA,BAIJUPADA,Baijupada,ST
DAUSA,BAIJUPADA,Balaheda,SC
DAUSA,BAIJUPADA,Bavdi Kheda,ST
DAUSA,BAIJUPADA,Bhedadi Meenan,ST
DAUSA,BAIJUPADA,Bivai,ST
DAUSA,BAIJUPADA,Dhigariya bheem,ST
DAUSA,BAIJUPADA,Golada,OBC
DAUSA,BAIJUPADA,Higonta,SC
DAUSA,BAIJUPADA,Khedi,SC
DAUSA,BAIJUPADA,Lotwada,General
DAUSA,BAIJUPADA,Mahukhurd,General
DAUSA,BAIJUPADA,Meenapada,SC
DAUSA,BAIJUPADA,Nangal Jharamwada,OBC
DAUSA,BAIJUPADA,Naurangwada,OBC
DAUSA,BAIJUPADA,Nihalpura,ST
DAUSA,BAIJUPADA,Pundarpada,ST
BIKANER,BAJJU (BAJJU KHALSA),Bijeri,OBC
BIKANER,BAJJU (BAJJU KHALSA),6 8 AM Santoshnagar,OBC
BIKANER,BAJJU (BAJJU KHALSA),Bajju Khalsa,General
BIKANER,BAJJU (BAJJU KHALSA),Bajju Tejpura,OBC (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Bangarsar,SC (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Barsalpur,SC (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Bhaluri,OBC (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Bhurasar,General
BIKANER,BAJJU (BAJJU KHALSA),Bikampur,General
BIKANER,BAJJU (BAJJU KHALSA),Charanwala,SC
BIKANER,BAJJU (BAJJU KHALSA),Chhila Kashmir,General (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Fulasar Bada,OBC
BIKANER,BAJJU (BAJJU KHALSA),Gajjewala,General
BIKANER,BAJJU (BAJJU KHALSA),Godu,General (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Gogdiyawala,SC
BIKANER,BAJJU (BAJJU KHALSA),Gokul,General (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Grandhi,OBC (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Jaganwala,General (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Jaggasar,General
BIKANER,BAJJU (BAJJU KHALSA),Kolasar Paschim,SC
BIKANER,BAJJU (BAJJU KHALSA),Manakasar,General
BIKANER,BAJJU (BAJJU KHALSA),Mithadiya,General (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Modayat,General
BIKANER,BAJJU (BAJJU KHALSA),Nagarasar,General (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Phulasar Chota,SC (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Ranjeetpura,General (Woman)
BIKANER,BAJJU (BAJJU KHALSA),Ravwala,General
BIKANER,BAJJU (BAJJU KHALSA),Sevada,General (Woman)
JHALAWAR,BAKANI,AGRIYA,General
JHALAWAR,BAKANI,BADAI,OBC (Woman)
JHALAWAR,BAKANI,BADBAD,General (Woman)
JHALAWAR,BAKANI,BAKANI,SC
JHALAWAR,BAKANI,BERKHEDA KALAN,General
JHALAWAR,BAKANI,DEVANAGAR,SC
JHALAWAR,BAKANI,DEVRI,General (Woman)
JHALAWAR,BAKANI,GERVADA,General (Woman)
JHALAWAR,BAKANI,GURADKHENDA,General (Woman)
JHALAWAR,BAKANI,JHIJHNIYA,General
JHALAWAR,BAKANI,JHIKDIYA,General (Woman)
JHALAWAR,BAKANI,KERALGAON,OBC (Woman)
JHALAWAR,BAKANI,KHERIYA,General
JHALAWAR,BAKANI,KISHANPURA,ST (Woman)
JHALAWAR,BAKANI,KUSHALPURA,General (Woman)
JHALAWAR,BAKANI,MODI,General (Woman)
JHALAWAR,BAKANI,NANORE,General
JHALAWAR,BAKANI,NASIRABAD,SC (Woman)
JHALAWAR,BAKANI,PADLIYA KULMI,OBC
JHALAWAR,BAKANI,RATLAI,ST
JHALAWAR,BAKANI,REPLA,OBC
JHALAWAR,BAKANI,RICHHVA,General (Woman)
JHALAWAR,BAKANI,RIJON,OBC
JHALAWAR,BAKANI,SLAVAD,General
JHALAWAR,BAKANI,THOBDIYAKHURD,General
JODHPUR,BALESAR,AGOLAI,General (Woman)
JODHPUR,BALESAR,BALESAR DURGAVATA,General (Woman)
JODHPUR,BALESAR,BALESAR SATTA,General
JODHPUR,BALESAR,Bastava Mataji,SC (Woman)
JODHPUR,BALESAR,BASTVA,OBC
JODHPUR,BALESAR,BAVRLI,General
JODHPUR,BALESAR,BELWA,General
JODHPUR,BALESAR,BELWA RANAJI,General (Woman)
JODHPUR,BALESAR,Bhandu Charanan,ST
JODHPUR,BALESAR,Bhandu Jati,General
JODHPUR,BALESAR,BHATELAI PUROHITAN,General
JODHPUR,BALESAR,BIRAI,General (Woman)
JODHPUR,BALESAR,Chanchalwa,OBC
JODHPUR,BALESAR,Chidwai,OBC
JODHPUR,BALESAR,Devgarh,SC
JODHPUR,BALESAR,Devnagar,General
JODHPUR,BALESAR,DHADHINYA BHAYALA,General
JODHPUR,BALESAR,DHANDHIYA SASAN,General (Woman)
JODHPUR,BALESAR,Duda Bera,SC
JODHPUR,BALESAR,DUGGAR,General (Woman)
JODHPUR,BALESAR,Gajnavas,OBC (Woman)
JODHPUR,BALESAR,GOPALSAR,General
JODHPUR,BALESAR,hunwatnagar,OBC
JODHPUR,BALESAR,Jaitsar,SC (Woman)
JODHPUR,BALESAR,Jalandharnagar,OBC (Woman)
JODHPUR,BALESAR,Jinjinyala Kala,SC
JODHPUR,BALESAR,Judiya,OBC (Woman)
JODHPUR,BALESAR,KHARIBERI,General (Woman)
JODHPUR,BALESAR,Khonri,General (Woman)
JODHPUR,BALESAR,KHUDIYALA,General (Woman)
JODHPUR,BALESAR,KUI INDA,General
JODHPUR,BALESAR,Kui Jodha,SC (Woman)
JODHPUR,BALESAR,NIMBI KA GAON,General (Woman)
JODHPUR,BALESAR,Rawalgarh,General (Woman)
JODHPUR,BALESAR,Sihanda,General
JODHPUR,BALESAR,Udayasar,OBC (Woman)
JODHPUR,BALESAR,UTAMBAR,General
JODHPUR,BALESAR,Ziyaberi,ST (Woman)
PALI,BALI,AAMLIYA,ST
PALI,BALI,BARWA,General (Woman)
PALI,BALI,BEDA,ST (Woman)
PALI,BALI,BEDAL,OBC
PALI,BALI,Berdi,ST (Woman)
PALI,BALI,BHANDR,SC
PALI,BALI,BHATUND,OBC (Woman)
PALI,BALI,BHIMANA,ST (Woman)
PALI,BALI,BHITWADA,General
PALI,BALI,BIJAPUR,General (Woman)
PALI,BALI,BISALPUR,General (Woman)
PALI,BALI,BOYA,SC (Woman)
PALI,BALI,CHAMUNDERI RANAWATAN,General
PALI,BALI,DHANI,SC
PALI,BALI,DUDANI,General (Woman)
PALI,BALI,FALNA GAON,General
PALI,BALI,GORIYA,ST
PALI,BALI,GUDALAS,General (Woman)
PALI,BALI,KAKRADI,ST
PALI,BALI,Khetrali,ST
PALI,BALI,KHIMEL,SC
PALI,BALI,KOT BALIYAN,OBC (Woman)
PALI,BALI,KOTHAR,OBC
PALI,BALI,KOYALWAW,ST (Woman)
PALI,BALI,KUMTIYA,ST
PALI,BALI,Kundal,ST (Woman)
PALI,BALI,KURAD,ST (Woman)
PALI,BALI,Lalpura,ST (Woman)
PALI,BALI,LATARA,General
PALI,BALI,LUNAVA,General (Woman)
PALI,BALI,LUNDARA,ST
PALI,BALI,MALNU,ST
PALI,BALI,MIRGESHAWAR,General
PALI,BALI,MOKHAMPURA,General (Woman)
PALI,BALI,MUNDRA,General
PALI,BALI,Nadia (B),ST (Woman)
PALI,BALI,NANA,SC (Woman)
PALI,BALI,PADARLA,SC (Woman)
PALI,BALI,PAIRVA,SC
PALI,BALI,PIPLA,ST (Woman)
PALI,BALI,Rampura,ST
PALI,BALI,SAINA,ST (Woman)
PALI,BALI,SESALI,General
PALI,BALI,SEWARI,General (Woman)
PALI,BALI,SHIVTALAV,General
PALI,BALI,Thand Beri,ST
PALI,BALI,Upla Bhimana,ST
BARMER,BALOTRA,AAKDLI BAKSIRAM,General
BARMER,BALOTRA,AASOTARA,General
BARMER,BALOTRA,ASADA,General (Woman)
BARMER,BALOTRA,BEETHUJA,General
BARMER,BALOTRA,Bhakhari Kheda,ST (Woman)
BARMER,BALOTRA,Bhandiyawas,OBC (Woman)
BARMER,BALOTRA,Bhimarlai,OBC
BARMER,BALOTRA,Budivada,OBC (Woman)
BARMER,BALOTRA,CHANDESRA,General (Woman)
BARMER,BALOTRA,DUDWA,General (Woman)
BARMER,BALOTRA,Dudwa Malinath,SC (Woman)
BARMER,BALOTRA,GOL STATION,General (Woman)
BARMER,BALOTRA,GOPDI,ST (Woman)
BARMER,BALOTRA,JAGSA,ST
BARMER,BALOTRA,Janiyana,OBC (Woman)
BARMER,BALOTRA,JASOL,OBC
BARMER,BALOTRA,KALUNDI,General (Woman)
BARMER,BALOTRA,KANANA,General
BARMER,BALOTRA,Kher,ST
BARMER,BALOTRA,KHTU,SC
BARMER,BALOTRA,KITANOD,General
BARMER,BALOTRA,Kitpala,ST
BARMER,BALOTRA,MAJIWALA,General
BARMER,BALOTRA,Mandapura,OBC
BARMER,BALOTRA,MEWANAGAR,General
BARMER,BALOTRA,MUNGADA,General (Woman)
BARMER,BALOTRA,Newai,SC (Woman)
BARMER,BALOTRA,PACHPADRA,General (Woman)
BARMER,BALOTRA,PARLU,General
BARMER,BALOTRA,Ramsin,SC
BARMER,BALOTRA,Rewada Maiya,General (Woman)
BARMER,BALOTRA,SARANA,General (Woman)
BARMER,BALOTRA,SINLI JAGEER,General (Woman)
BARMER,BALOTRA,Sursingh Ka Dhana,OBC
BARMER,BALOTRA,TAPRA,General
BARMER,BALOTRA,TILWARA,OBC (Woman)
BARMER,BALOTRA,Umarlai,SC
BARMER,BALOTRA,Variya Varecha,SC (Woman)
S. MADHOPUR,BAMANWAS,AMAVARA,General (Woman)
S. MADHOPUR,BAMANWAS,BAIRADA,General (Woman)
S. MADHOPUR,BAMANWAS,Barh Mohanpur,SC (Woman)
S. MADHOPUR,BAMANWAS,BARNALA,SC (Woman)
S. MADHOPUR,BAMANWAS,BATODA,General (Woman)
S. MADHOPUR,BAMANWAS,Bhinora,SC
S. MADHOPUR,BAMANWAS,BICHOCHH,General (Woman)
S. MADHOPUR,BAMANWAS,BICHPURI,SC (Woman)
S. MADHOPUR,BAMANWAS,BINJARI,General
S. MADHOPUR,BAMANWAS,CHANDANHOLI,ST
S. MADHOPUR,BAMANWAS,DABAR,General
S. MADHOPUR,BAMANWAS,Dungarpatti,General (Woman)
S. MADHOPUR,BAMANWAS,DUNGARWARA,General
S. MADHOPUR,BAMANWAS,GANDAL,General
S. MADHOPUR,BAMANWAS,GOTH,ST
S. MADHOPUR,BAMANWAS,GUDLA,SC
S. MADHOPUR,BAMANWAS,GUJAR BARAUDA,General
S. MADHOPUR,BAMANWAS,JAHARA,ST (Woman)
S. MADHOPUR,BAMANWAS,JEEVAD,SC
S. MADHOPUR,BAMANWAS,KAKRALA,OBC
S. MADHOPUR,BAMANWAS,KHEDALI,General
S. MADHOPUR,BAMANWAS,KOHALI PREMPURA,General
S. MADHOPUR,BAMANWAS,KOYLA,General (Woman)
S. MADHOPUR,BAMANWAS,LIVALI,SC (Woman)
S. MADHOPUR,BAMANWAS,MEENA KOLETA,ST (Woman)
S. MADHOPUR,BAMANWAS,MORPA,General (Woman)
S. MADHOPUR,BAMANWAS,NAROLICHOD,ST
S. MADHOPUR,BAMANWAS,PHULWARA,ST
S. MADHOPUR,BAMANWAS,PIPLAI,General (Woman)
S. MADHOPUR,BAMANWAS,RANILA,General (Woman)
S. MADHOPUR,BAMANWAS,RIWALI,SC
S. MADHOPUR,BAMANWAS,SANCHOLI,General
S. MADHOPUR,BAMANWAS,SHAFIPURA,ST (Woman)
S. MADHOPUR,BAMANWAS,SITOR,General
S. MADHOPUR,BAMANWAS,SUKAR,General (Woman)
S. MADHOPUR,BAMANWAS,SUMEL,General
S. MADHOPUR,BAMANWAS,SUNDARI,ST (Woman)
S. MADHOPUR,BAMANWAS,Tundliya,ST (Woman)
DAUSA,BANDIKUI,ABHANERI,OBC (Woman)
DAUSA,BANDIKUI,ANANTWADA,General
DAUSA,BANDIKUI,ARNIYA,General (Woman)
DAUSA,BANDIKUI,BHANDEDA,General
DAUSA,BANDIKUI,BHANVATA BHANVTI,ST
DAUSA,BANDIKUI,DELADI,General (Woman)
DAUSA,BANDIKUI,DHANAVAD,OBC (Woman)
DAUSA,BANDIKUI,Dvarpura,SC
DAUSA,BANDIKUI,GADARVADA GUJARAN,General
DAUSA,BANDIKUI,GUDLIYA,ST
DAUSA,BANDIKUI,Jhupdeen (G),General (Woman)
DAUSA,BANDIKUI,Khutlaan,SC (Woman)
DAUSA,BANDIKUI,Kiratpura,SC
DAUSA,BANDIKUI,KOLVA,ST (Woman)
DAUSA,BANDIKUI,MUDGHISIYA,General (Woman)
DAUSA,BANDIKUI,NANDERA,General (Woman)
DAUSA,BANDIKUI,Narayanpura,SC (Woman)
DAUSA,BANDIKUI,Nayagaon (B),SC (Woman)
DAUSA,BANDIKUI,Pamadi,SC
DAUSA,BANDIKUI,PEECHUPADA KALAN,General (Woman)
DAUSA,BANDIKUI,PEECHUPADA KHURD,General
DAUSA,BANDIKUI,PRATAPPURA,General
DAUSA,BANDIKUI,RALAVATA,OBC
DAUSA,BANDIKUI,SHYALAWAS KALAN,General
DAUSA,BANDIKUI,Sodala,OBC
DAUSA,BANDIKUI,UNABAD GAON,General (Woman)
BHILWARA,BANERA,BABRANA,OBC (Woman)
BHILWARA,BANERA,BALDRAKHA,General
BHILWARA,BANERA,BALESRIYA,ST (Woman)
BHILWARA,BANERA,BAMNIYA,General (Woman)
BHILWARA,BANERA,BANEDA,OBC
BHILWARA,BANERA,BARAN,SC
BHILWARA,BANERA,BERA,General (Woman)
BHILWARA,BANERA,CHAMANPURA,General (Woman)
BHILWARA,BANERA,DABLA,General
BHILWARA,BANERA,GARTA,General (Woman)
BHILWARA,BANERA,KANKOLIYA,SC (Woman)
BHILWARA,BANERA,KASORIYA,General
BHILWARA,BANERA,KHEDLIYA,General (Woman)
BHILWARA,BANERA,KUNDIYA KALAN,General
BHILWARA,BANERA,LAMBIYA KALA,General (Woman)
BHILWARA,BANERA,LAMBIYA KHURD,SC (Woman)
BHILWARA,BANERA,MAHUAKHURD,General
BHILWARA,BANERA,MEGHRAS,OBC
BHILWARA,BANERA,MUSHI,OBC
BHILWARA,BANERA,NIMBAHEDA KALAN,SC
BHILWARA,BANERA,RAIALA,OBC (Woman)
BHILWARA,BANERA,RAKSHI,General (Woman)
BHILWARA,BANERA,ROOPHELIKHURD,ST
BHILWARA,BANERA,SALRIYA KALA,General (Woman)
BHILWARA,BANERA,SARDAR NAGAR,General
BHILWARA,BANERA,UPREDA,General
ALWAR,BANSUR,BAMANWAS,General (Woman)
ALWAR,BANSUR,BANSUR,General (Woman)
ALWAR,BANSUR,BAWARIA,General (Woman)
ALWAR,BANSUR,Burja,SC
ALWAR,BANSUR,CHULA,General (Woman)
ALWAR,BANSUR,GUNTA,General
ALWAR,BANSUR,HARSAURA,General (Woman)
ALWAR,BANSUR,HAZIPUR,General
ALWAR,BANSUR,HOLABAS,General
ALWAR,BANSUR,Indrada,OBC
ALWAR,BANSUR,Kishorpura,SC
ALWAR,BANSUR,KOHARI,General
ALWAR,BANSUR,MEHANPUR,General
ALWAR,BANSUR,MOTHUKA,General (Woman)
ALWAR,BANSUR,NAYABAS,General (Woman)
ALWAR,BANSUR,Rasnali,OBC
ALWAR,BANSUR,Turana,ST (Woman)
ALWAR,BANSUR,ALAMPURA,General
ALWAR,BANSUR,BABEDI,General
ALWAR,BANSUR,Babera,OBC
ALWAR,BANSUR,BALAWAS,General
ALWAR,BANSUR,BASDAYAL,General (Woman)
ALWAR,BANSUR,BHAGGU KA BAS,General (Woman)
ALWAR,BANSUR,Bharam ka bas,OBC (Woman)
ALWAR,BANSUR,BHUPSEDA,OBC
ALWAR,BANSUR,BHUTERI,General (Woman)
ALWAR,BANSUR,BILALI,OBC
ALWAR,BANSUR,CHATERPURA,SC
ALWAR,BANSUR,CHHIND,General
ALWAR,BANSUR,DEVSAN,General
ALWAR,BANSUR,GIRUDI,General (Woman)
ALWAR,BANSUR,GYANPURA,General
ALWAR,BANSUR,HAMIRPUR,General (Woman)
ALWAR,BANSUR,ISHARA KA BAS,SC (Woman)
ALWAR,BANSUR,Kalyanpura,ST
ALWAR,BANSUR,KHEDA,OBC (Woman)
ALWAR,BANSUR,LOYATI,OBC (Woman)
ALWAR,BANSUR,MAJRA AHIR,General (Woman)
ALWAR,BANSUR,Manchi,SC (Woman)
ALWAR,BANSUR,NANGAL LAKHA,OBC (Woman)
ALWAR,BANSUR,NIMUCHANA,OBC (Woman)
ALWAR,BANSUR,RAMPUR,SC
ALWAR,BANSUR,RATANPURA URF KARANA,General (Woman)
ALWAR,BANSUR,Sabalpura,General
ALWAR,BANSUR,SHAHPUR,General (Woman)
ALWAR,BANSUR,SHYAMPURA,General
BANSWARA,BANSWARA,ABAPURA,ST (Woman)
BANSWARA,BANSWARA,BADVI,ST
BANSWARA,BANSWARA,BERVALA RAJIYA,ST (Woman)
BANSWARA,BANSWARA,BHAPORE,ST (Woman)
BANSWARA,BANSWARA,BOR KHABER,ST (Woman)
BANSWARA,BANSWARA,BOR KHEDA,ST (Woman)
BANSWARA,BANSWARA,BORIYA,ST
BANSWARA,BANSWARA,CHACHAKOTA,ST
BANSWARA,BANSWARA,CHHAPRIYA,ST (Woman)
BANSWARA,BANSWARA,CHHOTI BEDRAIL,ST
BANSWARA,BANSWARA,Daabrimal,ST
BANSWARA,BANSWARA,DEVGARH,ST
BANSWARA,BANSWARA,Gada,ST (Woman)
BANSWARA,BANSWARA,GANAU,ST
BANSWARA,BANSWARA,JHERNIYA,ST (Woman)
BANSWARA,BANSWARA,JHUNPEL,ST
BANSWARA,BANSWARA,KADELIYA,ST (Woman)
BANSWARA,BANSWARA,KATIYOR,ST (Woman)
BANSWARA,BANSWARA,KESERPURA,ST (Woman)
BANSWARA,BANSWARA,KHEDABADLI PADA,ST
BANSWARA,BANSWARA,KHERDABRA,ST (Woman)
BANSWARA,BANSWARA,Khodi Peepali,ST (Woman)
BANSWARA,BANSWARA,KUNDLA,ST
BANSWARA,BANSWARA,Laxmangarh Jhari,ST
BANSWARA,BANSWARA,LIMTHAN,ST (Woman)
BANSWARA,BANSWARA,MAHESHPURA,ST (Woman)
BANSWARA,BANSWARA,NALDA,ST (Woman)
BANSWARA,BANSWARA,Nava Kheda,ST
BANSWARA,BANSWARA,NAVAGAON,ST
BANSWARA,BANSWARA,NICHLA GHANTALA,ST (Woman)
BANSWARA,BANSWARA,PADIKALAN,ST
BANSWARA,BANSWARA,Palaswali,ST
BANSWARA,BANSWARA,Pratap nagar,ST
BANSWARA,BANSWARA,Ramgarh,ST (Woman)
BANSWARA,BANSWARA,Sagalvadiya,ST
BANSWARA,BANSWARA,SALIYA,ST
BANSWARA,BANSWARA,SAMRIYA,ST (Woman)
BANSWARA,BANSWARA,SIYAPUR,ST
BANSWARA,BANSWARA,SURVANIYA,ST (Woman)
BANSWARA,BANSWARA,THIKRIYA,ST (Woman)
BANSWARA,BANSWARA,UPLA GHANTALA,ST
BANSWARA,BANSWARA,VIRPUR,ST
JODHPUR,BAP,RANESARI,SC
JODHPUR,BAP,Akhadhana,SC (Woman)
JODHPUR,BAP,BADI SIDD,General (Woman)
JODHPUR,BAP,BAP,General (Woman)
JODHPUR,BAP,BARU,General (Woman)
JODHPUR,BAP,Bhadla,OBC (Woman)
JODHPUR,BAP,Bhakhriya,SC
JODHPUR,BAP,CHARNAI,General (Woman)
JODHPUR,BAP,DEDASARI,General (Woman)
JODHPUR,BAP,Degavadi,OBC
JODHPUR,BAP,Dholiya,SC
JODHPUR,BAP,GHATORE,General
JODHPUR,BAP,Hindalgol,OBC
JODHPUR,BAP,JAMBA,General
JODHPUR,BAP,Jambheshwar Nagari,OBC (Woman)
JODHPUR,BAP,Jetrasar,General (Woman)
JODHPUR,BAP,KALYANSINGH KI SIDD,General
JODHPUR,BAP,KANASAR,General (Woman)
JODHPUR,BAP,KANSINGH KI SIDD,General (Woman)
JODHPUR,BAP,Khidrat,General
JODHPUR,BAP,Khirwa,ST
JODHPUR,BAP,Krishnanagarkala,OBC (Woman)
JODHPUR,BAP,Mehramnagar (G),General
JODHPUR,BAP,MITHDIYA,SC
JODHPUR,BAP,Modkiya,OBC
JODHPUR,BAP,Motai,General
JODHPUR,BAP,Neva,OBC (Woman)
JODHPUR,BAP,NURE KI BHLURJ,General (Woman)
JODHPUR,BAP,Ravra,OBC
JODHPUR,BAP,SANWRA GAON,General
JODHPUR,BAP,Sodhadara,OBC (Woman)
JODHPUR,BAP,Sonalpura,General
JODHPUR,BAP,SURPURA,General (Woman)
JODHPUR,BAP,TEKRA,General
JODHPUR,BAP,TEPU,General
JODHPUR,BAP,UDAT,SC (Woman)
JODHPUR,BAPINI,BAPINI,General (Woman)
JODHPUR,BAPINI,Bapini Khurd,General
JODHPUR,BAPINI,BEDU,General
