sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,gp_new_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2010,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,dist
8803,SIKAR,NEEMKA THANA,JHIRANA,General,RAMESH KUMAR GURJAR,NA,OBC,jhirana,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAjhirana,8197,SIKAR,NEEM KA THANA,JHIRANA,GEN,MOOL CHAND YADAV,MALE,OBC,jhirana,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAjhirana,8218,SIKAR,NEEM KA THANA,JHIRANA,OBC,PRAHLAD DAS SAWAMI,M,OBC,jhirana,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAjhirana,2,NA,0
8804,SIKAR,NEEMKA THANA,KHADRA,OBC (Woman),GYARSI DEVI,NA,OBC (Woman),khadra,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAkhadra,8199,SIKAR,NEEM KA THANA,KHADRA,GEN,BANWARI LAL SAINI,MALE,OBC,khadra,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAkhadra,8219,SIKAR,NEEM KA THANA,KHADRA,GEN,KESHRA RAM SAINI,M,OBC,khadra,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAkhadra,2,NA,0
8805,SIKAR,NEEMKA THANA,KHATKAD (AJMERI),OBC,BALRAM YADAV,NA,OBC,khatkad (ajmeri),SIKAR,NEEMKATHANA,SIKARNEEMKATHANAkhatkad (ajmeri),8200,SIKAR,NEEM KA THANA,KHATKAR,GEN,MALI RAM SAINI,MALE,OBC,khatkad (ajmeri),SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAkhatkad (ajmeri),8220,SIKAR,NEEM KA THANA,KHATKAD (AJMERI),GEN,SUWA LAL,M,GEN,khatkad (ajmeri),SIKAR,NEEMKATHANA,SIKARNEEMKATHANAkhatkad (ajmeri),2,NA,0
8806,SIKAR,NEEMKA THANA,KISHORPURA,General (Woman),SUNITA SWAMI,NA,OBC (Woman),kishorpura,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAkishorpura,8201,SIKAR,NEEM KA THANA,KISHORPURA,GEN,JAGDISH PRASAD,MALE,OBC,kishorpura,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAkishorpura,8221,SIKAR,NEEM KA THANA,KISHORPURA,GENW,NATHI DEVI,F,SCW,kishorpura,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAkishorpura,2,NA,0
8807,SIKAR,NEEMKA THANA,KOT ARA,SC,GURUDAYAL,NA,SC,kotara,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAkotara,8199,SIKAR,NEEM KA THANA,KHADRA,GEN,BANWARI LAL SAINI,MALE,OBC,khadra,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAkhadra,8219,SIKAR,NEEM KA THANA,KHADRA,GEN,KESHRA RAM SAINI,M,OBC,khadra,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAkhadra,2,NA,3
8807,SIKAR,NEEMKA THANA,KOT ARA,SC,GURUDAYAL,NA,SC,kotara,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAkotara,8226,SIKAR,NEEM KA THANA,TATERA,GEN W,MUNNI DEVI,FEMALE,SC,tatera,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAtatera,8246,SIKAR,NEEM KA THANA,TATERA,GENW,JAIMA DEVI,F,OBCW,tatera,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAtatera,2,NA,3
8808,SIKAR,NEEMKA THANA,MAHAWA,General,RAMSAHA Y,NA,OBC,mahawa,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmahawa,8204,SIKAR,NEEM KA THANA,MAHAWA,ST W,SUNITA DEVI,FEMALE,ST,mahawa,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAmahawa,8224,SIKAR,NEEM KA THANA,MAHAW A,OBC,PURAN MAL,M,OBC,mahawa,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmahawa,2,NA,0
8809,SIKAR,NEEMKA THANA,MAKDI,General,BHARAT KUMAR YADAV,NA,OBC,makdi,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmakdi,8205,SIKAR,NEEM KA THANA,MAKRI,GEN W,SITA DEVI,FEMALE,GEN,makdi,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAmakdi,8225,SIKAR,NEEM KA THANA,MAKDI,SC,NAND RAM,M,SC,makdi,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmakdi,2,NA,0
8810,SIKAR,NEEMKA THANA,MANDA KALA,General,RAJENDRA PRASAD,NA,OBC,manda kala,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmanda kala,8207,SIKAR,NEEM KA THANA,MAONDA KALA,GEN,GIRADHARI,MALE,OBC,manda kala,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAmanda kala,8226,SIKAR,NEEM KA THANA,MANDA KALA,OBC,MAHAVEER,M,OBC,manda kala,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmanda kala,2,NA,0
8811,SIKAR,NEEMKA THANA,MANTHOLI,General,RAHUL KUMAR MEENA,NA,ST,mantholi,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmantholi,8206,SIKAR,NEEM KA THANA,MANDHOLI,OBC,JAGDISH,MALE,OBC,mantholi,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAmantholi,8227,SIKAR,NEEM KA THANA,MANTHOLI,STW,DURGA DEVI,F,STW,mantholi,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmantholi,2,NA,0
8812,SIKAR,NEEMKA THANA,MAWANDA KHURD,General,VINOD KUMAR,NA,OBC,mawanda khurd,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmawanda khurd,8208,SIKAR,NEEM KA THANA,MAONDA KHURD,OBC,JAGDISH PRASAD,MALE,OBC,mawanda khurd,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAmawanda khurd,8228,SIKAR,NEEM KA THANA,MAWANDA KHURD,SC,BIHARI LAL,M,SC,mawanda khurd,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmawanda khurd,2,NA,0
8813,SIKAR,NEEMKA THANA,MAWANDA RAILWAY STATION,General (Woman),SARITA SAINI,NA,OBC (Woman),mawanda railway station,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmawanda railway station,8209,SIKAR,NEEM KA THANA,MAONDA R.S.,GEN W,BIDAMI DEVI,FEMALE,OBC,mawanda railway station,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAmawanda railway station,8229,SIKAR,NEEM KA THANA,MAWANDA RAILWAY STATION,GENW,SARIT A,F,OBCW,mawanda railway station,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAmawanda railway station,2,NA,0
8814,SIKAR,NEEMKA THANA,NARSINGHPURI,General,GOPAL SAINI,NA,OBC,narsinghpuri,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAnarsinghpuri,8212,SIKAR,NEEM KA THANA,NARSINGHPURI,GEN W,MANBHAR KANWAR,FEMALE,GEN,narsinghpuri,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAnarsinghpuri,8232,SIKAR,NEEM KA THANA,NARSINGHPURI,OBC,JAIPAL,M,OBC,narsinghpuri,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAnarsinghpuri,2,NA,0
8815,SIKAR,NEEMKA THANA,NATHA KI NANGAL,General (Woman),KIRAN YADAV,NA,OBC (Woman),natha ki nangal,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAnatha ki nangal,8213,SIKAR,NEEM KA THANA,NATHA KA NANGAL,GEN,RAMESHWAR,MALE,OBC,natha ki nangal,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAnatha ki nangal,8233,SIKAR,NEEM KA THANA,NATHA KI NANGAL,GEN,BASANT KUMAR YADAV,M,OBC,natha ki nangal,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAnatha ki nangal,2,NA,0
8816,SIKAR,NEEMKA THANA,NAYABAS,General (Woman),NIRML A,NA,ST (Woman),nayabas,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAnayabas,8214,SIKAR,NEEM KA THANA,NAYABAS,GEN,GYARASI LAL,MALE,ST,nayabas,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAnayabas,8234,SIKAR,NEEM KA THANA,NA Y ABAS,OBCW,SARDA DEVI,F,OBCW,nayabas,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAnayabas,2,NA,0
8817,SIKAR,NEEMKA THANA,PEETHALPUR,OBC,BABULAL SWAMI,NA,OBC,peethalpur,SIKAR,NEEMKATHANA,SIKARNEEMKATHANApeethalpur,8216,SIKAR,NEEM KA THANA,PITHALPUR,SC W,SOHANI,FEMALE,SC,peethalpur,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANApeethalpur,8236,SIKAR,NEEM KA THANA,PEETHALPUR,GENW,SHANTI DEVI,F,OBCW,peethalpur,SIKAR,NEEMKATHANA,SIKARNEEMKATHANApeethalpur,2,NA,0
8818,SIKAR,NEEMKA THANA,PEETHAMPURI,OBC,BHOLARAM,NA,OBC,peethampuri,SIKAR,NEEMKATHANA,SIKARNEEMKATHANApeethampuri,8217,SIKAR,NEEM KA THANA,PITHAMPURI,GEN,BHOLA RAM,MALE,OBC,peethampuri,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANApeethampuri,8237,SIKAR,NEEM KA THANA,PEETHAMPURI,GEN,BHOM SINGH,M,GEN,peethampuri,SIKAR,NEEMKATHANA,SIKARNEEMKATHANApeethampuri,2,NA,0
8819,SIKAR,NEEMKA THANA,RAIPUR JAGEER,General,MOOLCHAND SHAMA,NA,General,raipur jageer,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAraipur jageer,8218,SIKAR,NEEM KA THANA,RAIPUR JAGEER,GEN,RAMKISHORE,MALE,GEN,raipur jageer,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAraipur jageer,8238,SIKAR,NEEM KA THANA,RAIPUR JAGEER,SCW,LAXMI DEVI,F,SCW,raipur jageer,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAraipur jageer,2,NA,0
8820,SIKAR,NEEMKA THANA,SANWALPURA TANVRAN,General (Woman),GOTHI DEVI,NA,OBC (Woman),sanwalpura tanvran,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAsanwalpura tanvran,8223,SIKAR,NEEM KA THANA,SANWALPURA TANWARAN,SC,SURESH DHOBI,MALE,SC,sanwalpura tanvran,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAsanwalpura tanvran,8243,SIKAR,NEEM KA THANA,SANWALPURA TANVRAN,OBCW,KAJORI DEVI,F,OBCW,sanwalpura tanvran,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAsanwalpura tanvran,2,NA,0
8821,SIKAR,NEEMKA THANA,SIROHI,General (Woman),SUNITA YADAV,NA,OBC (Woman),sirohi,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAsirohi,8225,SIKAR,NEEM KA THANA,SIROHI,GEN,VIRENDRA KUMAR,MALE,OBC,sirohi,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAsirohi,8245,SIKAR,NEEM KA THANA,SIROHI,GEN,JAY DAYAL,M,GEN,sirohi,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAsirohi,2,NA,0
8822,SIKAR,NEEMKA THANA,TATERA,General (Woman),HEMLA T A,NA,SC (Woman),tatera,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAtatera,8226,SIKAR,NEEM KA THANA,TATERA,GEN W,MUNNI DEVI,FEMALE,SC,tatera,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAtatera,8246,SIKAR,NEEM KA THANA,TATERA,GENW,JAIMA DEVI,F,OBCW,tatera,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAtatera,2,NA,0
8826,SIKAR,NEEMKA THANA,AGARI,OBC,MANSINGH URF MANARAM GURJAR,NA,OBC,agari,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAagari,8170,SIKAR,NEEM KA THANA,AGWARI,GEN W,KOSHALYA,FEMALE,OBC,aagwadi,SIKAR,NEEM KA THANA,NA,SIKARNEEM KA THANAaagwadi,8190,SIKAR,NEEM KA THANA,AAGWADI,GEN,BABULAL,M,OBC,aagwadi,SIKAR,NEEMKATHANA,SIKARNEEMKATHANAaagwadi,2,NA,3
531,ALWAR,NEEMRANA,AKLIMPUR,SC (Woman),RAMPHOOL,NA,SC (Woman),aklimpur,ALWAR,NEEMRANA,ALWARNEEMRANAaklimpur,520,ALWAR,NEEMRANA,AKLIMPUR,GEN,BANWARI LAL,MALE,OBC,aklimpur,ALWAR,NEEMRANA,NA,ALWARNEEMRANAaklimpur,509,ALWAR,NEEMRANA,AKLIMPUR,GENW,KAMLA DEVI,F,OBCW,aklimpur,ALWAR,NEEMRANA,ALWARNEEMRANAaklimpur,0,NA,0
532,ALWAR,NEEMRANA,BICHPURI,General (Woman),DHARMENDER,NA,General (Woman),bichpuri,ALWAR,NEEMRANA,ALWARNEEMRANAbichpuri,521,ALWAR,NEEMRANA,BICHPURI,OBC,ABHAI SINGH,MALE,OBC,bichpuri,ALWAR,NEEMRANA,NA,ALWARNEEMRANAbichpuri,510,ALWAR,NEEMRANA,BICHPURI,GEN,RAMNIW AS,M,GEN,bichpuri,ALWAR,NEEMRANA,ALWARNEEMRANAbichpuri,0,NA,0
533,ALWAR,NEEMRANA,DABARW AS,General (Woman),SUNIT A,NA,OBC (Woman),dabarwas,ALWAR,NEEMRANA,ALWARNEEMRANAdabarwas,522,ALWAR,NEEMRANA,DABADWAS,GEN,RAMSINGH,MALE,OBC,dabarwas,ALWAR,NEEMRANA,NA,ALWARNEEMRANAdabarwas,511,ALWAR,NEEMRANA,DABARW AS,OBCW,BHAGWATI DEVI,F,OBCW,dabarwas,ALWAR,NEEMRANA,ALWARNEEMRANAdabarwas,0,NA,0
534,ALWAR,NEEMRANA,DAULA TSINGHPURA,General (Woman),JIVRAJ SINGH,NA,OBC (Woman),daulatsinghpura,ALWAR,NEEMRANA,ALWARNEEMRANAdaulatsinghpura,523,ALWAR,NEEMRANA,DOULATSINGH PURA,GEN W,MAYA DEVI,FEMALE,OBC,daulatsinghpura,ALWAR,NEEMRANA,NA,ALWARNEEMRANAdaulatsinghpura,512,ALWAR,NEEMRANA,DAULATSINGHPURA,OBCW,SARITA YADAV,F,OBCW,daulatsinghpura,ALWAR,NEEMRANA,ALWARNEEMRANAdaulatsinghpura,0,NA,0
535,ALWAR,NEEMRANA,DOSOD,General (Woman),BANSHIDHAR,NA,General (Woman),dosod,ALWAR,NEEMRANA,ALWARNEEMRANAdosod,524,ALWAR,NEEMRANA,DOUSOD,SC,KASHIRAM,MALE,SC,dosod,ALWAR,NEEMRANA,NA,ALWARNEEMRANAdosod,513,ALWAR,NEEMRANA,DOSOD,OBC,NAVRATAN,M,OBC,dosod,ALWAR,NEEMRANA,ALWARNEEMRANAdosod,0,NA,0
536,ALWAR,NEEMRANA,DUMROLI,General (Woman),RAMNARAYAN,NA,OBC (Woman),dumroli,ALWAR,NEEMRANA,ALWARNEEMRANAdumroli,525,ALWAR,NEEMRANA,DUMROLI,GEN,LALSINGH,MALE,OBC,dumroli,ALWAR,NEEMRANA,NA,ALWARNEEMRANAdumroli,514,ALWAR,NEEMRANA,DUMROLI,GEN,VIKRAM SINGH,M,OBC,dumroli,ALWAR,NEEMRANA,ALWARNEEMRANAdumroli,0,NA,0
537,ALWAR,NEEMRANA,GHILOT,General (Woman),MINAKSHI YADAV,NA,General (Woman),ghilot,ALWAR,NEEMRANA,ALWARNEEMRANAghilot,526,ALWAR,NEEMRANA,GHILOTH,GEN,SURESH,MALE,OBC,ghilot,ALWAR,NEEMRANA,NA,ALWARNEEMRANAghilot,515,ALWAR,NEEMRANA,GHILOT,SC,SMT SARDA DEVI,F,SCW,ghilot,ALWAR,NEEMRANA,ALWARNEEMRANAghilot,0,NA,0
538,ALWAR,NEEMRANA,GIGLANA,SC (Woman),MUMTA YADAV,NA,SC (Woman),giglana,ALWAR,NEEMRANA,ALWARNEEMRANAgiglana,527,ALWAR,NEEMRANA,GIGLANA,GEN,YOGESH KUMAR,MALE,GEN,giglana,ALWAR,NEEMRANA,NA,ALWARNEEMRANAgiglana,516,ALWAR,NEEMRANA,GIGLANA,GENW,BIMLA DEVI,F,GENW,giglana,ALWAR,NEEMRANA,ALWARNEEMRANAgiglana,0,NA,0
539,ALWAR,NEEMRANA,GUGALKOT A,OBC (Woman),MUKESH VERMA,NA,OBC (Woman),gugalkota,ALWAR,NEEMRANA,ALWARNEEMRANAgugalkota,528,ALWAR,NEEMRANA,GUGALKOTA,GEN,SHYORAM SINGH,MALE,GEN,gugalkota,ALWAR,NEEMRANA,NA,ALWARNEEMRANAgugalkota,517,ALWAR,NEEMRANA,GUGALKOT A,GENW,SMT. HEMLATA,F,GENW,gugalkota,ALWAR,NEEMRANA,ALWARNEEMRANAgugalkota,0,NA,0
540,ALWAR,NEEMRANA,HUDIYAKALA,General,RAJU VERMA,NA,OBC,hudiyakala,ALWAR,NEEMRANA,ALWARNEEMRANAhudiyakala,529,ALWAR,NEEMRANA,HUDIYAKALA,SC W,SATAN,FEMALE,SC,hudiyakala,ALWAR,NEEMRANA,NA,ALWARNEEMRANAhudiyakala,518,ALWAR,NEEMRANA,HUDIYAKALA,OBCW,SMT. RAMGIRI YADAV,F,OBCW,hudiyakala,ALWAR,NEEMRANA,ALWARNEEMRANAhudiyakala,0,NA,0
541,ALWAR,NEEMRANA,JOUNAYACHAKHURD,General (Woman),MAYA DEVI,NA,OBC (Woman),jounayachakhurd,ALWAR,NEEMRANA,ALWARNEEMRANAjounayachakhurd,531,ALWAR,NEEMRANA,JOUNAYACHA KHURD,OBC W,KRISHNA,FEMALE,OBC,jounayachakhurd,ALWAR,NEEMRANA,NA,ALWARNEEMRANAjounayachakhurd,519,ALWAR,NEEMRANA,JOUNA Y ACHAKHURD,GEN,SATISH KUMAR YADAV,M,OBC,jounayachakhurd,ALWAR,NEEMRANA,ALWARNEEMRANAjounayachakhurd,0,NA,0
542,ALWAR,NEEMRANA,JOUNCHAKALAN,General,DURGA LAL,NA,General,jounchakalan,ALWAR,NEEMRANA,ALWARNEEMRANAjounchakalan,530,ALWAR,NEEMRANA,JONAYACHAKALA,GEN W,SNEHLATA,FEMALE,GEN,jounchakalan,ALWAR,NEEMRANA,NA,ALWARNEEMRANAjounchakalan,520,ALWAR,NEEMRANA,JOUNCHAKALAN,OBC,AJIT SINGH,M,OBC,jounchakalan,ALWAR,NEEMRANA,ALWARNEEMRANAjounchakalan,0,NA,0
543,ALWAR,NEEMRANA,KANHAWAS,General (Woman),SHABNUM BANNO,NA,OBC (Woman),kanhawas,ALWAR,NEEMRANA,ALWARNEEMRANAkanhawas,532,ALWAR,NEEMRANA,KANAHWAS,OBC W,BASANTI YADAV,FEMALE,OBC,kanhawas,ALWAR,NEEMRANA,NA,ALWARNEEMRANAkanhawas,521,ALWAR,NEEMRANA,KANHAWAS,SCW,SMT. INDUBALA,F,SCW,kanhawas,ALWAR,NEEMRANA,ALWARNEEMRANAkanhawas,0,NA,0
544,ALWAR,NEEMRANA,KATHUWAS,OBC,DHARM PAL,NA,OBC,kathuwas,ALWAR,NEEMRANA,ALWARNEEMRANAkathuwas,533,ALWAR,NEEMRANA,KATHUWAS,GEN W,KIROSTA,FEMALE,OBC,kathuwas,ALWAR,NEEMRANA,NA,ALWARNEEMRANAkathuwas,522,ALWAR,NEEMRANA,KATHUWAS,GENW,SMT. KIRISATA,F,OBCW,kathuwas,ALWAR,NEEMRANA,ALWARNEEMRANAkathuwas,0,NA,0
545,ALWAR,NEEMRANA,KAYASA,General (Woman),MOOL CHAND,NA,OBC (Woman),kayasa,ALWAR,NEEMRANA,ALWARNEEMRANAkayasa,534,ALWAR,NEEMRANA,KAYASA,GEN,SARJEET,MALE,OBC,kayasa,ALWAR,NEEMRANA,NA,ALWARNEEMRANAkayasa,523,ALWAR,NEEMRANA,KAYASA,GEN,LEELA RAM,M,OBC,kayasa,ALWAR,NEEMRANA,ALWARNEEMRANAkayasa,0,NA,0
546,ALWAR,NEEMRANA,KHUNDROTH,General,SUNIT A,NA,OBC,khundroth,ALWAR,NEEMRANA,ALWARNEEMRANAkhundroth,536,ALWAR,NEEMRANA,KHUNDROTH,OBC,DHARAMPAL,MALE,OBC,khundroth,ALWAR,NEEMRANA,NA,ALWARNEEMRANAkhundroth,524,ALWAR,NEEMRANA,KHUNDROTH,GENW,RAJDEVI,F,GENW,khundroth,ALWAR,NEEMRANA,ALWARNEEMRANAkhundroth,0,NA,0
547,ALWAR,NEEMRANA,KOLILA JOGA,SC,LALITA,NA,SC,kolila joga,ALWAR,NEEMRANA,ALWARNEEMRANAkolila joga,537,ALWAR,NEEMRANA,KOLILA,GEN,SHYAMSINGH,MALE,GEN,kolila joga,ALWAR,NEEMRANA,NA,ALWARNEEMRANAkolila joga,525,ALWAR,NEEMRANA,KOLILA JOGA,OBC,DURGPAL SINGH,M,OBC,kolila joga,ALWAR,NEEMRANA,ALWARNEEMRANAkolila joga,0,NA,0
548,ALWAR,NEEMRANA,KUTINA,OBC (Woman),RAJNI,NA,OBC (Woman),kutina,ALWAR,NEEMRANA,ALWARNEEMRANAkutina,538,ALWAR,NEEMRANA,KUTINA,SC,TULSIRAM,MALE,SC,kutina,ALWAR,NEEMRANA,NA,ALWARNEEMRANAkutina,526,ALWAR,NEEMRANA,KUTINA,GENW,BIMLA DEVI,F,GENW,kutina,ALWAR,NEEMRANA,ALWARNEEMRANAkutina,0,NA,0
549,ALWAR,NEEMRANA,MAJARA,OBC,SARITA,NA,OBC,majara,ALWAR,NEEMRANA,ALWARNEEMRANAmajara,539,ALWAR,NEEMRANA,MAJARA,GEN W,SHAKUNTLA,FEMALE,OBC,majara,ALWAR,NEEMRANA,NA,ALWARNEEMRANAmajara,527,ALWAR,NEEMRANA,MAJARA,GEN,BHOOP SINGH,M,OBC,majara,ALWAR,NEEMRANA,ALWARNEEMRANAmajara,0,NA,0
550,ALWAR,NEEMRANA,MANDHAN,General (Woman),SURENDER SINGH,NA,OBC (Woman),mandhan,ALWAR,NEEMRANA,ALWARNEEMRANAmandhan,541,ALWAR,NEEMRANA,MANDHAN,OBC,SADHURAM,MALE,OBC,mandhan,ALWAR,NEEMRANA,NA,ALWARNEEMRANAmandhan,528,ALWAR,NEEMRANA,MANDHAN,SCW,SMT RAJRANI,F,SCW,mandhan,ALWAR,NEEMRANA,ALWARNEEMRANAmandhan,0,NA,0
551,ALWAR,NEEMRANA,MANJRIKALA,General,SULTANA,NA,OBC,manjrikala,ALWAR,NEEMRANA,ALWARNEEMRANAmanjrikala,540,ALWAR,NEEMRANA,MAJRIKALA,OBC,RAMNIWAS,MALE,OBC,manjrikala,ALWAR,NEEMRANA,NA,ALWARNEEMRANAmanjrikala,529,ALWAR,NEEMRANA,MANJRIKALA,GENW,SMT. RAMESHWARI DEVI,F,OBCW,manjrikala,ALWAR,NEEMRANA,ALWARNEEMRANAmanjrikala,0,NA,0
552,ALWAR,NEEMRANA,MEHT ABAS,OBC,NIRMALA DEVI,NA,OBC,mehtabas,ALWAR,NEEMRANA,ALWARNEEMRANAmehtabas,542,ALWAR,NEEMRANA,MEHTAWAS,GEN,SIKANDAR,MALE,GEN,mehtabas,ALWAR,NEEMRANA,NA,ALWARNEEMRANAmehtabas,530,ALWAR,NEEMRANA,MEHT ABAS,GENW,NEELAM,F,GENW,mehtabas,ALWAR,NEEMRANA,ALWARNEEMRANAmehtabas,0,NA,0
553,ALWAR,NEEMRANA,NANAGW AS,General,ROHIT ASH,NA,OBC,nanagwas,ALWAR,NEEMRANA,ALWARNEEMRANAnanagwas,543,ALWAR,NEEMRANA,NANAGWAS,SC,SATYANARAYAN,MALE,SC,nanagwas,ALWAR,NEEMRANA,NA,ALWARNEEMRANAnanagwas,531,ALWAR,NEEMRANA,NANAGW AS,GENW,VIDYA DEVI,F,GENW,nanagwas,ALWAR,NEEMRANA,ALWARNEEMRANAnanagwas,0,NA,0
554,ALWAR,NEEMRANA,NEEMRANA,General,GOPAL RAM,NA,General,neemrana,ALWAR,NEEMRANA,ALWARNEEMRANAneemrana,544,ALWAR,NEEMRANA,NEEMRANA,GEN,ASHOK KUMAR MUDGAL,MALE,GEN,neemrana,ALWAR,NEEMRANA,NA,ALWARNEEMRANAneemrana,532,ALWAR,NEEMRANA,NEEMRANA,GENW,BRAJBALA,F,OBCW,neemrana,ALWAR,NEEMRANA,ALWARNEEMRANAneemrana,0,NA,0
555,ALWAR,NEEMRANA,PARTAPUR,OBC (Woman),MONIKA CHOUDHARY,NA,OBC (Woman),partapur,ALWAR,NEEMRANA,ALWARNEEMRANApartapur,545,ALWAR,NEEMRANA,PARTAPUR,SC W,TRAPTI,FEMALE,SC,partapur,ALWAR,NEEMRANA,NA,ALWARNEEMRANApartapur,533,ALWAR,NEEMRANA,PARTAPUR,GEN,OMPARKASH YADAV,M,OBC,partapur,ALWAR,NEEMRANA,ALWARNEEMRANApartapur,0,NA,0
556,ALWAR,NEEMRANA,PHLODPUR,General,SAROJ,NA,OBC,phlodpur,ALWAR,NEEMRANA,ALWARNEEMRANAphlodpur,546,ALWAR,NEEMRANA,PHOULADPUR,GEN W,KRISHNA,FEMALE,OBC,phlodpur,ALWAR,NEEMRANA,NA,ALWARNEEMRANAphlodpur,534,ALWAR,NEEMRANA,PHLODPUR,GENW,SMT KAMLESH DEVI,F,OBCW,phlodpur,ALWAR,NEEMRANA,ALWARNEEMRANAphlodpur,0,NA,0
557,ALWAR,NEEMRANA,PRA T APSINGHPURA,General (Woman),ARTI BENIWAL,NA,OBC (Woman),pratapsinghpura,ALWAR,NEEMRANA,ALWARNEEMRANApratapsinghpura,547,ALWAR,NEEMRANA,PRATAP SINGH PURA,GEN W,SARTI DEVI,FEMALE,OBC,pratapsinghpura,ALWAR,NEEMRANA,NA,ALWARNEEMRANApratapsinghpura,535,ALWAR,NEEMRANA,PRA T APSINGHPURA,GEN,RAJVEER,M,OBC,pratapsinghpura,ALWAR,NEEMRANA,ALWARNEEMRANApratapsinghpura,0,NA,0
559,ALWAR,NEEMRANA,RODW AL,SC,FARJANA BANO,NA,SC,rodwal,ALWAR,NEEMRANA,ALWARNEEMRANArodwal,548,ALWAR,NEEMRANA,ROADWAL,OBC,SARABATI DEVI,FEMALE,OBC,rodwal,ALWAR,NEEMRANA,NA,ALWARNEEMRANArodwal,537,ALWAR,NEEMRANA,RODW AL,GEN,NARANDRA,M,GEN,rodwal,ALWAR,NEEMRANA,ALWARNEEMRANArodwal,0,NA,0
560,ALWAR,NEEMRANA,SANTO,General,POONUM,NA,General,santo,ALWAR,NEEMRANA,ALWARNEEMRANAsanto,550,ALWAR,NEEMRANA,SANTO,GEN W,REENA DEVI,FEMALE,GEN,santo,ALWAR,NEEMRANA,NA,ALWARNEEMRANAsanto,538,ALWAR,NEEMRANA,SANTO,GEN,PARBHATI LAL,M,OBC,santo,ALWAR,NEEMRANA,ALWARNEEMRANAsanto,0,NA,0
