script,source,latin,suspect
devanagari,08-रिसौड़,risaud,
devanagari,08-रेलाडीह,reladih,
devanagari,08-लबरी,labari,
devanagari,08-लालगुटवा,lalgutwa,
devanagari,08-विशनपुर,vishanpur,
devanagari,08-वृन्दावन,vrindavan,
devanagari,08-सरसा,sarsa,
devanagari,08– गुरदरी,gurdari,lost 1 of 2 words
devanagari,08– डहुपानी,dahupani,lost 1 of 2 words
devanagari,08– नावाडीह,navadih,lost 1 of 2 words
devanagari,08– बसिया,basiya,lost 1 of 2 words
devanagari,08– मारासिली,marasili,lost 1 of 2 words
devanagari,08–ओखरगाड़ा प0,pai,lost 1 of 2 words
devanagari,08–पारगामा,,empty
devanagari,08–बड़कागाँव पूर्वी,purvi,lost 1 of 2 words
devanagari,08–बारेन्दा,,empty
devanagari,08–बेडम ग्राम पंचायत,gram panchayat,lost 1 of 3 words
devanagari,08—माण्डर,,empty
devanagari,09- कालाझार,kalajhar,
devanagari,09- कुगाँव,kugaon,
devanagari,09- कुलबुरू,kulburu,
devanagari,09- कुशमाहाचिकनियाँ,kushamaahikshaaniyaan,
devanagari,09- बसुवा,basuva,
devanagari,09- भैरवपुर,bhairavpur,
devanagari,09- रिडिंग,ridding,
devanagari,09-- कातिंग,kating,
devanagari,09-- पीबो,pibo,
devanagari,09-- भदौली,bhadauli,
devanagari,09-अप्रोल,aprol,
devanagari,09-अलारगो,alargo,
devanagari,09-उ0 पलासगाछी,uu palasgachhi,
devanagari,09-करमा,karma,
devanagari,09-कूपा,kupa,
devanagari,09-खिजरी,khijri,
devanagari,09-गंगा प्रसाद पूरब,ganga prasad purab,
devanagari,09-चिनारोपुरियो,chinaropurio,
devanagari,09-चैनगढा,chaingarha,
devanagari,09-चैनपुर,chainpur,
devanagari,09-चौपारण,chauparan,
devanagari,09-छुछी,chhuchhi,
devanagari,09-टुण्डुल उत्तरी,tundul uttari,
devanagari,09-टॉडमोहनपुर,todmohnpur,
devanagari,09-डेरमा,derma,
devanagari,09-ताऊ,taau,
devanagari,09-तिलैया,tilaiya,
devanagari,09-तेतरिया,tetariya,
devanagari,09-दुर्गापुर,durgapur,
devanagari,09-पड़रिया,padariya,
devanagari,09-पिछड़ी उ0,pichhadi uu,
devanagari,09-बन्ताहजाम उ0,bantahjam uu,
devanagari,09-बरई,barai,
devanagari,09-बरहरवा पश्चिमी,barharwa pashchimi,
devanagari,09-बारियातु,bariyatu,
devanagari,09-बोड़िया दक्षिणी,bodiya dakshini,
devanagari,09-मेदनीडीह,medinidih,
devanagari,09-लतरातु,lataraatu,
devanagari,09-लहना,lahna,
devanagari,09-लोवाहातु,lovahatu,
devanagari,09-वीरगांव,veergaon,
devanagari,09-शंकरी,shankari,
devanagari,09-शिवबाबुडीह,shivbabudih,
devanagari,09-सगड़भंगा,sagadbhanga,
devanagari,09-सिंघानी,singhani,
devanagari,09– कोनबीर,konbir,lost 1 of 2 words
devanagari,09– खेतली,khetali,lost 1 of 2 words
devanagari,09– चिरोडीह,chirodih,lost 1 of 2 words
devanagari,09– डोम्बा,domba,lost 1 of 2 words
devanagari,09– बिलिंगबीरा,bilingbira,lost 1 of 2 words
devanagari,09–ओखरगाड़ा पू0,pu,lost 1 of 2 words
devanagari,09–ओड़िया,,empty
devanagari,09–कांडतरी,,empty
devanagari,09–दुलमी,,empty
devanagari,09—मलती,,empty
devanagari,1-- थानसिंहडीह,thansinghdih,
devanagari,1--जिरवा खुर्द,jirwa khurd,
devanagari,1--ससारखो,sasarkho,
devanagari,1-अनर्पा,anarpa,
devanagari,1-अमलो,amalo,
devanagari,1-उमरूकलां,umarukalaan,
devanagari,1-कण्डारा,kandara,
devanagari,1-कन्द्रपड़ीह,kandarpadih,
devanagari,1-कमेडा,kameda,
devanagari,1-कमोल्डी,kamoldi,
devanagari,1-करिहारी,karihari,
devanagari,1-किमोठा,kimotha,
devanagari,1-कुटकण्डई,kutakandai,
devanagari,1-कुदर,kudar,
devanagari,1-कुन्दा,kunda,
devanagari,1-कुन्हीलस्योत्री,kunhilsyotri,
devanagari,1-कुम्हरलालो,kumaralalo,
devanagari,1-कोनी,koni,
devanagari,1-क्यारी (दिचली ),kyari pidichali,
devanagari,1-क्वीरीजिमियॉ,covrimizio,
devanagari,1-खैरी कला,khairi kala,
devanagari,1-ग्वासीकोट,gwasikot,
devanagari,1-घिवरा लगा सुनाली,ghivra laga sunali,
devanagari,1-घुठियापेसरा,ghuthiyapesara,
devanagari,1-चनकपुर,chanakpur,
devanagari,1-चामसैंण,chaamsain,
devanagari,1-चिन्तोली,chintoli,
devanagari,1-चौडा,chauda,
devanagari,1-चौरा,chaura,
devanagari,1-जगतपुरपट्टी,jagatpurpatti,
devanagari,1-जनेवा,janeva,
devanagari,1-जलेथा,jaletha,
devanagari,1-जैगॉवजैतोली,jaigovjaitoli,
devanagari,1-झालडुंगरा,jhaldungra,
devanagari,1-टिपली,tipli,
devanagari,1-टोढरा,todhara,
devanagari,1-डूमेट,doomet,
devanagari,1-डोरण्डा,doranda,
devanagari,1-तुर्कातिसौर,turkatisaur,
devanagari,1-थापला,thapla,
devanagari,1-थापला मल्ला,thapla malla,
devanagari,1-दलदली गोपालपुर,daldali gopalpur,
devanagari,1-दांतू,dantu,
devanagari,1-दिखोली,dikholi,
devanagari,1-देवल,deval,
devanagari,1-देवली चौरास,devali chauras,
devanagari,1-धूरा,dhura,
devanagari,1-नटीण,natin,
devanagari,1-नागिलागांव,nagilaganva,
devanagari,1-नाघर,naghar,
devanagari,1-नावाडीह पनारी,navadih panari,
devanagari,1-नौगांव,naugaon,
devanagari,1-पंगरौली,pangrauli,
devanagari,1-पच्चावाला,pachchawala,
devanagari,1-पडुवा,paduva,
devanagari,1-पदमपुर,padampur,
devanagari,1-पलाम,palaam,
devanagari,1-पसनौर,pasnaur,
devanagari,1-पान,paan,
devanagari,1-पाली तल्ली,pally talli,
devanagari,1-पिपोला ढुग,pipola dhug,
devanagari,1-पुटपुडी,putpudi,
devanagari,1-पेलियों नाथुवाला,peliyon nathuwala,
devanagari,1-फलदा,falda,
devanagari,1-बगडतल्ला,bagadatalla,
devanagari,1-बडकीटांड,badkitand,
devanagari,1-बदवारा,badwara,
devanagari,1-बांसजोरी,bansjori,
devanagari,1-बागवाला,bagwala,
devanagari,1-बिजनी बड़ी,bijani badi,
devanagari,1-बिरंगणा,birangana,
devanagari,1-बुंरासी,bunrasi,
devanagari,1-बेंगल,bengal,
devanagari,1-बेन्दी,bendi,
devanagari,1-बोराबुंगा,borabunga,
devanagari,1-भुलक्वाणी,bhulkwani,
devanagari,1-मझगावां,majhgaavaan,
devanagari,1-मरोडा,maroda,
devanagari,1-राजपुर फतेहगंज,rajpur fatehganj,
devanagari,1-राजपुरा,rajpura,
devanagari,1-रीमी,reemi,
devanagari,1-शिवराजपुर,shivarajpur,
devanagari,1-श्रीकोट,shrikot,
devanagari,1-सकण्ड,sakand,
devanagari,1-सकार,sakaar,
devanagari,1-सजवाण काण्डा,sajwan kanda,
devanagari,1-सत्यालगॉंव,satyalagon,
devanagari,1-सरोट डोबन,sarot doban,
devanagari,1-सलान,salan,
devanagari,1-सल्या,salya,
devanagari,1-सल्लाभाटकोट,sallabhatkot,
devanagari,1-सेलखोला,selkhola,
devanagari,1-सोनडीहा,sondiha,
devanagari,1-स्यालना,syalana,
devanagari,1-स्यूण,syoon,
devanagari,1-हरिनगर सरना,harinagar sarna,
devanagari,1-हरिनगरजंगलियागॉव,haringanshagaliagove,
devanagari,1-हरिनगरहरतोला,harinagararatola,
devanagari,1-होन्हेमोढा,honhemodha,
devanagari,10- खरपोका,kharpoka,
devanagari,10- तेतरिया सलैडीह,tetariya salaidih,
devanagari,10- नगवां,nagwan,
devanagari,10- फोरी,fori,
devanagari,10- बड़तल्ला,badtalla,
devanagari,10- बिटापुर,bitapur,
devanagari,10- मोहुलबना,mohulbana,
devanagari,10- रामपुर,rampur,
devanagari,10- रूकी,ruki,
devanagari,10- हथनामा,hathnama,
devanagari,10-- जरजट्टा,jarjatta,
devanagari,10-- बरडीह,bardih,
devanagari,10-- लकेया,lakeya,
devanagari,10--गडकुरा,gadkura,
devanagari,10--छछन्दो,chhachhando,
devanagari,10--बानासाडी,banasadi,
devanagari,10-आमलेशा,aamalesha,
devanagari,10-आराकोट,arakot,
devanagari,10-उडडा,udda,
devanagari,10-ओझाडीह,ojhadih,
devanagari,10-ककरिया,kakriya,
devanagari,10-कण्डाली,kandali,
devanagari,10-करनपुर,karnapur,
devanagari,10-करासमाफी,karasamafi,
devanagari,10-कांची,kanchi,
devanagari,10-काण्डी,kandi,
devanagari,10-कालूवाला,kaluwala,
devanagari,10-किमगड़ी,kimgari,
devanagari,10-किमाड,kimad,
devanagari,10-कुजौंमैकोट,kusaunmaikot,
devanagari,10-कुणियॉ,kuniya,
devanagari,10-कुसमा संथाली,kusama santhali,
devanagari,10-कोटअमोड़ी,kotamodi,
devanagari,10-कोटा मल्ला,kota malla,
devanagari,10-कोल्ठा,koltha,
devanagari,10-खनिया,khaniya,
devanagari,10-खरपीटो,kharpito,
devanagari,10-खैरवा,khairava,
devanagari,10-खौड़ी,khauri,
devanagari,10-गर्रीकलां,garrikalan,
devanagari,10-गिधनी,gidhani,
devanagari,10-घघलोडी,ghaghalodi,
devanagari,10-चंदाघासी,chandaghasi,
devanagari,10-चकला,chakala,
devanagari,10-चम्पापुर,champapur,
devanagari,10-चारूबेटा,charubeta,
devanagari,10-चिडिंगा तल्ला,chidinga talla,
devanagari,10-चौडीराय,chaudiray,
devanagari,10-जमनीकोला,jamanikola,
devanagari,10-जाखी,jakhi,
devanagari,10-जामुझरना,jamujharana,
devanagari,10-जारंगडीह उत्तरी,jarangdih uttari,
devanagari,10-जिवई,jivai,
devanagari,10-ज्योलीकोट,jyolikote,
devanagari,10-झण्डीचौड़(पू०),jhandichaurgapu,
devanagari,10-टण्डवा,tandava,
devanagari,10-टिम्टा चमडुंगरा,timta chamdungra,
devanagari,10-टुण्डुल दक्षिणी,tundul dakshini,
devanagari,10-डुंग्रा,dungra,
devanagari,10-डुण्डू,dundu,
devanagari,10-डोमचांच उत्तरी,domchanch uttari,
devanagari,10-डौनपरैवा,daunparaiva,
devanagari,10-ढुगल्वाली,dhugwali,
devanagari,10-ताजपुर,tajpur,
devanagari,10-तारमी,tarmi,
devanagari,10-तेतुलिया,tetulia,
devanagari,10-त्यूना,tyuna,
devanagari,10-थापलबजवाड,thaplabjavad,
devanagari,10-द0 पलासगाछी,dav palasgachhi,
devanagari,10-दडमोली,dadmoli,
devanagari,10-दणोली,danoli,
devanagari,10-दुधई,dudhai,
devanagari,10-धनपुरविजयपुर,dhanpurvijaypur,
devanagari,10-धनौरी,dhanauri,
devanagari,10-नावाडीह,navadih,
devanagari,10-निशनी,nishani,
devanagari,10-नेहालू कपरिया,nehalu kapariya,
devanagari,10-नैपड,napd,
devanagari,10-पगना,pagana,
devanagari,10-पथलगड़ा,pathalgada,
devanagari,10-परसौनी,parsauni,
devanagari,10-पहसैनी,pahsaini,
devanagari,10-पाली,pally,
devanagari,10-पिछड़ी द0,pichhadi dav,
devanagari,10-पिण्डरसोत,pindarsot,
devanagari,10-पिपलेथ,pipleth,
devanagari,10-पिलंग,pilang,
devanagari,10-फटक्वालडुंगरा,fatakwaladungara,
devanagari,10-बंजारावाला माफी,banjarawala maafi,
devanagari,10-बगदा,bagada,
devanagari,10-बगोदर पूर्वी,bagodar purvi,
devanagari,10-बड़ा पाकतरी,bada pakatari,
devanagari,10-बणगांव म०,bangaon bham,
devanagari,10-बरहरवा पूर्वी,barharwa purvi,
devanagari,10-बरा,bara,
devanagari,10-बलुरी,baluri,
devanagari,10-बादामावाला,badamawala,
devanagari,10-बाराडीह,baradih,
devanagari,10-बिरसणी,birasani,
devanagari,10-बेदुलगांव,bedulgaon,
devanagari,10-बेराधार,beradhar,
